time[s],setpoint[rad],velocity[rad]
 12.775000,5859.05811,5959.24219
 12.777500,5859.05811,5912.87793
 12.780000,5935.33350,5883.21191
 12.782500,5935.33350,5883.21191
 12.785000,5874.62305,5911.96631
 12.787500,5874.62305,5924.77930
 12.790000,5871.34961,5897.07812
 12.792500,5871.34961,5888.65918
 12.795000,5885.20264,5888.65918
 12.797500,5788.43506,5884.19775
 12.800000,5788.43506,5884.19775
 12.802500,5788.43506,5884.75146
 12.805000,5805.14502,5852.98633
 12.807500,5787.53223,5822.95264
 12.810000,5787.53223,5817.08643
 12.812500,5787.53223,5817.08643
 12.815000,5750.31152,5807.34229
 12.817500,5750.31152,5800.81787
 12.820000,6134.19287,5784.15723
 12.822500,6080.36914,5772.97168
 12.825000,6080.36914,6061.27344
 12.827500,6080.36914,6061.27344
 12.830000,6108.11279,6076.52539
 12.832500,6108.11279,6076.52539
 12.835000,5915.12939,6094.87305
 12.837500,5915.12939,6035.61670
 12.840000,6039.18311,6035.61670
 12.842500,6039.18311,5995.90332
 12.845000,6133.80273,6030.41357
 12.847500,6133.80273,6030.41357
 12.850000,6127.49170,6087.37939
 12.852500,6127.49170,6112.93262
 12.855000,5844.38379,6120.93506
 12.857500,6111.89453,6032.18018
 12.860000,6111.89453,5970.24512
 12.862500,6111.89453,6048.28760
 12.865000,6056.83350,6048.28760
 12.867500,6056.83350,6048.28760
 12.870000,5794.09668,6048.28760
 12.872500,5794.09668,6089.86377
 12.875000,5894.83643,6078.96680
 12.877500,5992.47949,6018.29395
 12.880000,5992.47949,5977.56641
 12.882500,5992.47949,5977.56641
 12.885000,5780.26855,5985.76904
 12.887500,5879.46094,5920.48926
 12.890000,5879.46094,5874.25244
 12.892500,5879.46094,5874.25244
 12.895000,5927.54297,5878.40332
 12.897500,5927.54297,5878.40332
 12.900000,5746.77783,5917.64404
 12.902500,5746.77783,5861.29150
 12.905000,5740.60254,5861.29150
 12.907500,5740.60254,5796.22852
 12.910000,6018.17236,5777.85938
 12.912500,6018.17236,5910.17871
 12.915000,5992.70410,5910.17871
 12.917500,5992.70410,5982.34033
 12.920000,5960.38525,5982.34033
 12.922500,5960.38525,5988.03906
 12.925000,6057.49414,5972.80664
 12.927500,6057.49414,5972.80664
 12.930000,5763.78418,6019.42725
 12.932500,5763.78418,6040.42822
 12.935000,5866.98535,6049.80518
 12.937500,5866.98535,5955.49902
 12.940000,5970.17139,5926.35693
 12.942500,5970.17139,5906.75293
 12.945000,6008.21582,5957.38867
 12.947500,6008.21582,5957.38867
 12.950000,5887.72070,5985.36182
 12.952500,5887.72070,5997.93750
 12.955000,6069.34326,6003.63184
 12.957500,6069.34326,5965.38721
 12.960000,6117.70654,6022.62305
 12.962500,6117.70654,6048.38428
 12.965000,6024.45020,6086.53418
 12.967500,6024.45020,6103.69043
 12.970000,6030.72266,6077.60010
 12.972500,6030.72266,6060.05127
 12.975000,6101.63965,6043.93164
 12.977500,6101.63965,6075.68555
 12.980000,5772.97168,6075.68555
 12.982500,5834.50928,6090.00195
 12.985000,5834.50928,5915.42822
 12.987500,5834.50928,5915.42822
 12.990000,5795.21875,5888.75293
 12.992500,5795.21875,5870.86816
 12.997500,6121.26270,5845.92627
 12.997500,6121.26270,5829.20898
 13.000000,6121.26270,5829.20898
 13.002500,5975.27930,5829.20898
 13.005000,5913.71826,6109.38428
 13.007500,5992.10645,6109.38428
 13.010000,5992.10645,6065.14990
 13.012500,5992.10645,6015.22119
 13.015000,5953.34668,6007.62598
 13.017500,5953.34668,6002.48633
 13.020000,6082.39697,5975.46094
 13.022500,6121.83105,6034.32568
 13.025000,6121.83105,6034.32568
 13.027500,6121.83105,6060.78613
 13.030000,6076.82031,6094.43604
 13.032500,6076.82031,6109.49854
 13.035000,5958.08398,6098.71924
 13.037500,5958.08398,6091.53271
 13.040000,5978.56689,6047.51025
 13.042500,5978.56689,6018.02295
 13.045000,5793.83936,5996.28906
 13.047500,5793.83936,5929.53857
 13.050000,5814.95068,5929.53857
 13.052500,5814.95068,5884.83252
 13.055000,5826.87256,5846.32812
 13.060000,5826.87256,5839.94678
 13.060000,6019.74268,5839.94678
 13.062500,6019.74268,5839.94678
 13.065000,6019.74268,5839.94678
 13.067500,6019.74268,5962.64551
 13.070000,6004.31494,6019.76758
 13.072500,6004.31494,6036.92725
 13.075000,5751.39111,6031.29736
 13.077500,5751.39111,6022.37061
 13.080000,6103.34961,5933.02734
 13.082500,6021.70557,5999.90479
 13.085000,6021.70557,5999.90479
 13.087500,6021.70557,6056.85693
 13.090000,5794.29443,6037.50000
 13.092500,6088.14453,5957.30811
 13.095000,6088.14453,5903.60742
 13.097500,6088.14453,5903.60742
 13.100000,5890.58984,6050.86475
 13.102500,5778.89404,5998.06494
 13.105000,5778.89404,5962.60303
 13.107500,5778.89404,5902.02881
 13.110000,5741.58398,5902.02881
 13.112500,5741.58398,5861.47021
 13.115000,6130.29980,5795.42285
 13.117500,5776.01514,5795.42285
 13.120000,5776.01514,5979.85547
 13.122500,5776.01514,6062.68750
 13.125000,5888.33154,5968.16895
 13.127500,5888.33154,5899.37793
 13.130000,6041.93555,5899.37793
 13.132500,6041.93555,5976.27490
 13.135000,6019.96875,6012.40918
 13.137500,6019.96875,6012.40918
 13.140000,6119.85596,6018.46338
 13.142500,6033.58545,6074.28174
 13.145000,6033.58545,6099.36230
 13.147500,6033.58545,6099.36230
 13.150000,5782.06787,6063.14307
 13.152500,5792.08203,5970.46045
 13.155000,5792.08203,5970.46045
 13.157500,5792.08203,5908.39600
 13.160000,6076.81982,5844.31396
 13.162500,5738.03564,5844.31396
 13.165000,5738.03564,5972.37891
 13.167500,5738.03564,6029.87354
 13.170000,6078.37695,5933.65283
 13.172500,6078.37695,5984.36475
 13.175000,5872.38770,5984.36475
 13.177500,5872.38770,5982.16064
 13.180000,6029.21777,5945.96631
 13.182500,6029.21777,5945.96631
 13.185000,5850.30811,6012.45264
 13.187500,5850.30811,5959.00195
 13.190000,5933.45850,5959.00195
 13.192500,5933.45850,5923.13965
 13.195000,5841.47461,5931.37061
 13.197500,5841.47461,5901.73828
 13.200000,5743.87891,5901.73828
 13.202500,5743.87891,5836.38330
 13.205000,5846.93652,5805.87891
 13.207500,5846.93652,5805.87891
 13.210000,5802.69434,5838.66113
 13.212500,6013.43555,5826.79883
 13.215000,6013.43555,5826.79883
 13.217500,6013.43555,5818.84375
 13.220000,5831.16797,5974.14844
 13.222500,5862.86426,5927.01855
 13.225000,5862.86426,5895.41553
 13.227500,5862.86426,5895.41553
 13.230000,5896.74219,5870.48047
 13.232500,5896.74219,5884.91650
 13.235000,5763.03174,5884.91650
 13.237500,5763.03174,5891.46143
 13.240000,6005.51367,5820.71484
 13.242500,6005.51367,5922.51562
 13.245000,6054.43457,5922.51562
 13.247500,6054.43457,5968.19873
 13.250000,5833.56641,6036.93213
 13.252500,5833.56641,5969.93262
 13.255000,5791.29590,5924.97607
 13.257500,5791.29590,5924.97607
 13.260000,6112.26074,5851.38721
 13.262500,6112.26074,5995.03223
 13.265000,6106.47559,5995.03223
 13.267500,6106.47559,6059.59229
 13.270000,5826.22070,6098.43701
 13.272500,5826.22070,6098.43701
 13.275000,6092.88525,6102.83398
 13.277500,6090.73340,6056.38818
 13.280000,6090.73340,6076.46436
 13.282500,6090.73340,6076.46436
 13.285000,6050.62207,6084.36230
 13.287500,6050.62207,6087.85791
 13.290000,5817.59814,6075.55371
 13.292500,5817.59814,6067.38525
 13.295000,6044.35938,5929.79834
 13.297500,6044.35938,5929.79834
 13.300000,5953.91016,5992.92480
 13.302500,5953.91016,6021.22852
 13.305000,6079.42236,5999.02148
 13.307500,6079.42236,6036.60938
 13.310000,5759.56104,6060.17725
 13.312500,5759.56104,6060.17725
 13.315000,5930.10645,5961.10205
 13.317500,5930.10645,5894.62939
 13.320000,5916.68066,5922.97119
 13.322500,5916.68066,5920.86865
 13.325000,5737.51074,5920.86865
 13.327500,5985.34619,5919.47949
 13.330000,5985.34619,5859.51758
 13.332500,6015.07764,5819.27441
 13.335000,6015.07764,5910.69580
 13.337500,6015.07764,5951.79541
 13.340000,5832.58838,5986.68896
 13.342500,5832.58838,5946.32422
 13.345000,6120.16016,5946.32422
 13.347500,5961.51807,5908.87402
 13.350000,5961.51807,6077.51416
 13.352500,5961.51807,6039.25830
 13.355000,5905.94727,6039.25830
 13.357500,5905.94727,6013.60742
 13.360000,6134.28516,5954.32520
 13.362500,6134.28516,5954.32520
 13.365000,5825.20117,6097.97949
 13.367500,5825.20117,6097.97949
 13.370000,5740.27002,6008.02148
 13.372500,5740.27002,5879.37549
 13.375000,5837.14648,5833.48828
 13.377500,6051.75537,5833.48828
 13.380000,6051.75537,5836.43018
 13.382500,5878.64111,5954.98535
 13.385000,5878.64111,6008.26660
 13.387500,5878.64111,6008.26660
 13.390000,5775.42773,5936.88037
 13.392500,5775.42773,5936.88037
 13.395000,5958.22949,5883.64697
 13.397500,5958.22949,5848.00293
 13.400000,6066.72168,5824.04736
 13.402500,5835.71924,5990.90479
 13.405000,5835.71924,6032.63916
 13.407500,5835.71924,5967.71338
 13.410000,5970.98584,5967.71338
 13.412500,5970.98584,5924.23145
 13.415000,5837.39209,5949.95312
 13.417500,5931.56348,5920.63770
 13.420000,5931.56348,5920.63770
 13.422500,5931.56348,5893.16455
 13.425000,5954.12500,5914.29834
 13.427500,5793.84229,5940.49805
 13.430000,5793.84229,5947.99170
 13.432500,5793.84229,5897.21094
 13.435000,5754.27881,5897.21094
 13.437500,5754.27881,5863.10107
 13.440000,5974.09521,5803.20703
 13.442500,5943.08691,5897.28857
 13.445000,5943.08691,5939.56982
 13.447500,5943.08691,5939.56982
 13.450000,5781.93311,5941.53223
 13.452500,5781.93311,5942.37549
 13.455000,6089.55225,5889.46582
 13.457500,5900.86523,5983.71777
 13.460000,5900.86523,6041.98438
 13.462500,5978.25000,5995.50049
 13.465000,5978.25000,5995.50049
 13.467500,6111.14355,5971.95752
 13.470000,6111.14355,5975.45508
 13.472500,6111.14355,5975.45508
 13.475000,6017.80322,5976.97217
 13.477500,6042.49609,6039.98340
 13.480000,6042.49609,6032.64795
 13.482500,6042.49609,6027.74463
 13.485000,6088.79199,6027.74463
 13.487500,6066.76758,6065.00391
 13.490000,6066.76758,6078.09277
 13.492500,6066.76758,6078.09277
 13.495000,6030.34180,6074.39697
 13.497500,6030.34180,6058.16016
 13.500000,5964.67432,6049.02441
 13.502500,5964.67432,6049.02441
 13.505000,6051.92285,6002.54883
 13.507500,6051.92285,6029.76611
 13.510000,5964.61230,6029.76611
 13.512500,5964.61230,6041.94775
 13.515000,5854.50977,5999.39111
 13.517500,5854.50977,5951.59668
 13.520000,6006.66602,5951.59668
 13.522500,6006.66602,5919.61035
 13.525000,5916.46631,5989.07959
 13.527500,5916.46631,5965.12939
 13.530000,5797.36768,5965.12939
 13.532500,5797.36768,5899.07227
 13.535000,5794.68408,5865.52051
 13.537500,5794.68408,5842.21338
 13.540000,5829.31543,5842.21338
 13.542500,5889.32520,5828.03613
 13.545000,5889.32520,5828.78271
 13.547500,5790.71777,5828.78271
 13.550000,5790.71777,5862.10840
 13.552500,5790.71777,5883.85254
 13.555000,5800.22510,5853.12646
 13.557500,5896.66748,5835.68066
 13.560000,5896.66748,5824.01953
 13.562500,5896.66748,5824.01953
 13.565000,5959.48779,5864.00391
 13.567500,5959.48779,5924.68945
 13.570000,5841.84668,5924.68945
 13.572500,5841.84668,5910.20459
 13.575000,5961.73438,5887.69873
 13.577500,5961.73438,5928.44775
 13.580000,5847.19873,5928.44775
 13.582500,5847.19873,5946.76904
 13.585000,5923.16992,5913.97656
 13.587500,6099.23291,5909.12451
 13.590000,6099.23291,5909.12451
 13.592500,6071.73242,5916.88721
 13.595000,6071.73242,6017.28076
 13.597500,6071.73242,6062.40283
 13.600000,5925.46680,6067.57031
 13.602500,5925.46680,6069.83936
 13.605000,5838.44727,6022.23779
 13.607500,5838.44727,5990.36865
 13.610000,5960.24219,5940.25391
 13.612500,5960.24219,5906.68262
 13.615000,6017.05811,5949.42285
 13.617500,6017.05811,5949.42285
 13.620000,6124.14941,5986.65918
 13.622500,6124.14941,6003.42920
 13.625000,6054.02783,6069.88428
 13.627500,6054.02783,6099.75879
 13.630000,5809.70215,6113.22021
 13.632500,5809.70215,6000.05225
 13.635000,5868.56055,6000.05225
 13.637500,5868.56055,5937.33105
 13.640000,6013.93848,5914.62939
 13.642500,6013.93848,5899.43359
 13.645000,5951.18115,5962.51758
 13.647500,5951.18115,5977.74170
 13.650000,6076.39844,5977.74170
 13.652500,6076.39844,5969.01611
 13.655000,5969.50977,6028.12793
 13.657500,5969.50977,6054.70215
 13.660000,5849.05127,6026.65039
 13.662500,5849.05127,6026.65039
 13.665000,5979.37939,6026.65039
 13.667500,5763.81250,5986.73682
 13.670000,5763.81250,5962.26758
 13.672500,5763.81250,5962.26758
 13.675000,5940.33105,5896.87256
 13.677500,5940.33105,5852.98096
 13.680000,5786.41357,5823.64209
 13.682500,5786.41357,5887.80176
 13.685000,6113.86670,5854.42139
 13.687500,5930.85010,5987.22314
 13.690000,5930.85010,6056.96338
 13.692500,5930.85010,6056.96338
 13.695000,6057.55859,5987.52295
 13.697500,6057.55859,5987.52295
 13.700000,5975.59180,6026.08545
 13.702500,6028.62988,6021.05859
 13.705000,6028.62988,6006.07910
 13.707500,5923.99658,6018.48682
 13.710000,5923.99658,6024.04932
 13.712500,5923.99658,6024.04932
 13.715000,5997.50098,6026.60596
 13.717500,5997.50098,5992.75732
 13.720000,5776.32178,5996.57422
 13.722500,5776.32178,5923.93115
 13.725000,6060.51221,5875.25879
 13.727500,6060.51221,5977.30762
 13.730000,5997.87793,5977.30762
 13.732500,5997.87793,6023.10254
 13.735000,5838.66992,6009.23535
 13.737500,5932.79883,6009.23535
 13.740000,5932.79883,5952.98389
 13.742500,5932.79883,5915.28320
 13.745000,6132.77979,5924.96582
 13.747500,5812.30811,5931.19531
 13.750000,5812.30811,5931.19531
 13.752500,5812.30811,6042.23877
 13.755000,5980.05273,6042.23877
 13.757500,5980.05273,5999.83154
 13.760000,6065.70361,5961.15723
 13.762500,6065.70361,5961.15723
 13.765000,6097.67529,6018.71533
 13.767500,6097.67529,6044.62793
 13.770000,6017.14844,6073.81787
 13.772500,6017.14844,6063.97266
 13.775000,5905.92969,6063.97266
 13.777500,5905.92969,6048.50488
 13.780000,6133.57959,6001.49316
 13.782500,6133.57959,5970.02344
 13.785000,5812.69434,6060.06592
 13.787500,6112.08984,6100.53711
 13.790000,6112.08984,6005.67285
 13.792500,6112.08984,5942.02832
 13.795000,5992.42725,6035.66309
 13.797500,5963.63721,6077.78662
 13.800000,5963.63721,6049.61719
 13.802500,5963.63721,6030.75098
 13.805000,5916.83447,6008.66602
 13.807500,5916.83447,5993.79004
 13.810000,6120.40283,5951.44238
 13.812500,6120.40283,6044.46240
 13.815000,6004.67334,6044.46240
 13.817500,6004.67334,6086.27100
 13.820000,5985.78076,6059.40137
 13.822500,5985.78076,6041.33398
 13.825000,6015.83252,6010.77686
 13.827500,6015.83252,6010.77686
 13.830000,5906.91357,6013.53662
 13.832500,5906.91357,6014.79004
 13.835000,5843.49854,5979.26367
 13.837500,5843.49854,5955.38086
 13.840000,5915.81299,5893.79639
 13.842500,5915.81299,5905.90186
 13.845000,5954.79004,5905.90186
 13.847500,5954.79004,5911.35254
 13.850000,5804.37939,5935.30322
 13.852500,5804.37939,5946.00977
 13.855000,6015.15967,5950.83447
 13.857500,6015.15967,5902.58301
 13.860000,5843.69678,5992.41650
 13.862500,5843.69678,5992.41650
 13.865000,6059.29102,6004.94434
 13.867500,6059.29102,5951.78125
 13.870000,5790.95996,6011.03857
 13.872500,5790.95996,6037.52979
 13.875000,5748.63965,5956.27393
 13.877500,5748.63965,5851.29443
 13.880000,6086.41699,5851.29443
 13.882500,6086.41699,5817.45068
 13.885000,5854.31934,6032.12158
 13.887500,5854.31934,5973.49707
 13.890000,5914.64404,5973.49707
 13.892500,5942.68799,5927.75977
 13.895000,5942.68799,5923.44385
 13.897500,5942.68799,5923.44385
 13.900000,5758.24609,5938.77344
 13.902500,5792.13623,5938.77344
 13.905000,5792.13623,5879.29395
 13.907500,5792.13623,5839.37354
 13.910000,5938.06055,5813.37354
 13.912500,5938.06055,5882.02686
 13.915000,6120.62061,5882.02686
 13.917500,6120.62061,5912.88867
 13.920000,6093.25977,6078.68750
 13.922500,6093.25977,6078.68750
 13.925000,5854.40723,6086.70264
 13.927500,5854.40723,6090.28760
 13.930000,6125.27295,5960.40820
 13.932500,6125.27295,6051.16553
 13.935000,6036.03809,6051.16553
 13.937500,6036.03809,6092.01123
 13.940000,6108.97754,6061.17236
 13.942500,6048.42334,6087.52832
 13.945000,6048.42334,6087.52832
 13.947500,6048.42334,6082.51514
 13.950000,5777.58643,6071.31738
 13.952500,5777.58643,6071.31738
 13.955000,5938.48535,5974.45947
 13.957500,5938.48535,5909.54639
 13.960000,6121.03174,5925.51514
 13.962500,6121.03174,5932.63379
 13.965000,6122.79102,6036.36768
 13.967500,6122.79102,6104.89990
 13.970000,5878.26465,6104.89990
 13.972500,5878.26465,6114.74268
 13.975000,5926.57520,6036.81348
 13.977500,5859.47656,5984.51709
 13.980000,5859.47656,5965.40625
 13.982500,5859.47656,5952.64404
 13.985000,5859.07324,5921.89746
 13.987500,5742.26270,5901.30908
 13.990000,5742.26270,5878.13770
 13.992500,5742.26270,5878.13770
 13.995000,5909.88525,5833.33252
 13.997500,5909.88525,5783.18408
 14.000000,6452.02637,5852.94385
 14.002500,6452.02637,5852.94385
 14.005000,6180.57617,6331.06641
 14.007500,6180.57617,6331.06641
 14.010000,6411.53271,6248.22559
 14.012500,6411.53271,6338.13184
 14.015000,6126.51367,6338.13184
 14.017500,6126.51367,6378.53857
 14.020000,6262.40088,6295.49023
 14.022500,6262.40088,6202.39404
 14.025000,6447.98242,6202.39404
 14.027500,6447.98242,6235.48193
 14.030000,6238.62598,6352.48975
 14.032500,6238.62598,6405.03906
 14.035000,6279.85352,6350.22949
 14.037500,6266.98291,6313.42529
 14.040000,6266.98291,6302.32910
 14.042500,6136.81592,6285.71436
 14.045000,6136.81592,6285.71436
 14.047500,6287.98682,6232.51807
 14.050000,6287.98682,6232.51807
 14.052500,6393.00879,6248.84375
 14.055000,6393.00879,6270.44336
 14.057500,6393.00879,6270.44336
 14.060000,6393.00879,6337.92578
 14.062500,6354.89111,6368.23535
 14.065000,6437.52783,6372.99756
 14.067500,6437.52783,6372.99756
 14.070000,6158.24854,6408.53857
 14.072500,6158.24854,6336.72754
 14.075000,6460.03711,6336.72754
 14.077500,6394.61865,6378.19971
 14.080000,6394.61865,6423.25537
 14.082500,6394.61865,6423.25537
 14.085000,6376.27490,6407.50928
 14.087500,6376.27490,6397.19141
 14.090000,6267.04150,6397.19141
 14.092500,6267.04150,6390.26855
 14.095000,6146.27344,6322.43652
 14.097500,6146.27344,6264.35596
 14.100000,6394.25439,6264.35596
 14.102500,6394.25439,6225.44238
 14.105000,6353.39404,6199.32275
 14.107500,6191.09180,6332.41943
 14.110000,6191.09180,6332.41943
 14.112500,6354.19531,6293.54980
 14.115000,6354.19531,6293.54980
 14.117500,6354.19531,6311.76123
 14.120000,6349.77441,6311.76123
 14.122500,6246.05908,6335.10938
 14.125000,6246.05908,6343.22412
 14.127500,6246.05908,6346.81543
 14.130000,6162.66602,6291.36133
 14.132500,6333.99414,6248.92090
 14.135000,6333.99414,6248.92090
 14.137500,6333.99414,6220.45117
 14.140000,6209.85059,6283.01221
 14.142500,6209.85059,6311.07861
 14.145000,6222.18945,6277.67139
 14.147500,6222.18945,6255.36914
 14.150000,6202.49268,6244.41113
 14.152500,6374.78613,6237.04736
 14.155000,6374.78613,6225.70850
 14.157500,6374.78613,6218.04297
 14.160000,6452.14453,6304.31689
 14.162500,6452.14453,6343.16260
 14.165000,6157.64746,6403.17334
 14.167500,6157.64746,6430.10498
 14.170000,6158.22119,6340.32568
 14.172500,6158.22119,6239.69824
 14.175000,6460.98535,6239.69824
 14.177500,6460.98535,6212.87549
 14.180000,6255.40137,6349.48926
 14.182500,6255.40137,6410.85938
 14.185000,6318.30176,6325.26611
 14.187500,6175.76172,6325.26611
 14.190000,6175.76172,6322.93896
 14.192500,6175.76172,6321.45312
 14.195000,6293.12012,6273.41064
 14.197500,6293.12012,6269.82324
 14.200000,6249.38037,6282.65137
 14.202500,6249.38037,6282.65137
 14.205000,6075.90820,6271.65088
 14.207500,6075.90820,6264.34863
 14.210000,6337.95312,6202.20703
 14.212500,6337.95312,6160.53369
 14.215000,6334.07715,6132.68945
 14.217500,6215.36475,6294.33447
 14.220000,6215.36475,6316.25977
 14.222500,6215.36475,6282.98975
 14.225000,6404.39648,6282.98975
 14.227500,6404.39648,6339.84717
 14.230000,6247.75244,6339.84717
 14.232500,6247.75244,6333.27197
 14.235000,6184.15283,6333.27197
 14.237500,6184.15283,6305.12549
 14.240000,6104.73633,6265.23828
 14.242500,6104.73633,6238.47754
 14.245000,6103.11328,6194.48047
 14.247500,6103.11328,6164.80127
 14.250000,6105.40234,6144.53516
 14.252500,6105.40234,6130.74463
 14.255000,6110.65625,6130.74463
 14.257500,6110.65625,6115.58691
 14.260000,6343.47803,6115.58691
 14.262500,6343.47803,6111.70947
 14.265000,6272.52734,6111.36084
 14.267500,6272.52734,6239.19336
 14.270000,6438.43750,6296.60938
 14.272500,6438.43750,6283.37402
 14.275000,6291.66797,6283.37402
 14.277500,6291.66797,6368.74609
 14.280000,6175.22266,6326.33203
 14.282500,6175.22266,6276.48682
 14.285000,6248.62695,6276.48682
 14.287500,6248.62695,6243.08057
 14.290000,6295.92529,6246.17627
 14.292500,6295.92529,6274.14502
 14.295000,6322.88916,6274.14502
 14.297500,6322.88916,6286.18018
 14.300000,6235.82031,6306.38135
 14.302500,6235.82031,6289.24463
 14.305000,6222.73926,6271.60986
 14.307500,6222.73926,6271.60986
 14.310000,6189.42578,6244.72900
 14.312500,6189.42578,6244.72900
 14.315000,6167.41748,6226.47998
 14.317500,6167.41748,6214.22803
 14.320000,6455.00732,6198.85107
 14.322500,6468.61035,6188.46777
 14.325000,6468.61035,6335.21240
 14.327500,6357.86621,6401.22266
 14.330000,6357.86621,6438.31934
 14.332500,6357.86621,6454.96240
 14.335000,6155.30078,6423.00049
 14.337500,6406.25977,6320.32227
 14.340000,6406.25977,6265.95312
 14.342500,6406.25977,6265.95312
 14.345000,6461.91602,6343.20068
 14.347500,6461.91602,6377.89600
 14.350000,6187.09473,6424.20801
 14.352500,6202.79053,6359.91260
 14.355000,6202.79053,6302.98291
 14.357500,6273.46533,6302.98291
 14.360000,6273.46533,6247.77930
 14.362500,6273.46533,6247.77930
 14.365000,6284.99023,6268.28076
 14.367500,6284.99023,6268.28076
 14.370000,6083.04834,6281.64941
 14.372500,6272.11133,6281.64941
 14.375000,6272.11133,6172.23730
 14.377500,6272.11133,6227.28125
 14.380000,6236.10742,6227.28125
 14.382500,6236.10742,6251.95752
 14.385000,6390.34814,6243.26025
 14.387500,6390.34814,6324.24316
 14.390000,6199.90527,6360.61426
 14.392500,6199.90527,6360.61426
 14.395000,6453.57471,6272.12988
 14.397500,6453.57471,6272.12988
 14.400000,6377.24854,6372.01025
 14.402500,6377.24854,6403.86426
 14.405000,6155.09521,6395.05811
 14.407500,6155.09521,6395.05811
 14.410000,6104.49219,6315.98779
 14.412500,6119.17432,6262.92969
 14.415000,6119.17432,6175.70703
 14.417500,6119.17432,6157.06201
 14.420000,6149.61426,6157.06201
 14.422500,6149.61426,6144.53516
 14.425000,6221.50537,6148.60010
 14.427500,6221.50537,6188.71045
 14.430000,6278.16553,6188.71045
 14.432500,6278.16553,6206.81641
 14.435000,6098.35352,6246.09961
 14.437500,6259.38574,6263.71924
 14.440000,6259.38574,6209.24902
 14.442500,6259.38574,6172.68213
 14.445000,6317.68652,6220.39502
 14.447500,6317.68652,6241.90234
 14.450000,6264.46875,6283.62598
 14.455000,6264.46875,6283.62598
 14.455000,6405.72754,6289.85352
 14.457500,6405.72754,6289.85352
 14.460000,6340.15039,6349.92236
 14.462500,6340.15039,6349.92236
 14.465000,6281.53125,6376.55518
 14.467500,6356.91113,6376.55518
 14.470000,6356.91113,6345.24072
 14.472500,6356.91113,6324.21973
 14.475000,6166.10205,6342.19238
 14.477500,6166.10205,6289.58203
 14.480000,6242.60938,6289.58203
 14.482500,6242.60938,6248.83936
 14.485000,6343.64258,6246.83203
 14.487500,6343.64258,6299.48730
 14.490000,6163.89648,6299.48730
 14.492500,6163.89648,6323.83691
 14.495000,6165.48096,6271.08984
 14.497500,6165.48096,6235.72314
 14.500000,6174.46484,6197.05762
 14.502500,6174.46484,6189.57666
 14.505000,6447.22412,6189.57666
 14.507500,6447.22412,6184.64746
 14.510000,6271.33398,6394.17725
 14.512500,6428.03271,6423.42920
 14.515000,6428.03271,6373.26660
 14.517500,6428.03271,6373.26660
 14.520000,6258.52979,6403.39160
 14.522500,6258.52979,6416.99707
 14.525000,6264.36963,6329.70068
 14.527500,6264.36963,6306.27686
 14.530000,6297.57471,6292.44580
 14.532500,6297.57471,6292.44580
 14.535000,6265.94092,6295.23486
 14.537500,6265.94092,6296.56689
 14.540000,6157.60840,6286.46484
 14.542500,6157.60840,6239.46484
 14.545000,6200.25342,6239.46484
 14.547500,6200.25342,6208.40430
 14.550000,6217.89746,6208.40430
 14.552500,6217.89746,6205.77393
 14.555000,6370.97314,6212.43701
 14.557500,6370.97314,6215.41211
 14.560000,6203.30127,6216.82666
 14.562500,6203.30127,6301.69629
 14.565000,6190.62305,6269.22754
 14.567500,6190.62305,6247.54346
 14.570000,6259.31055,6228.75781
 14.572500,6378.06396,6239.96436
 14.575000,6378.06396,6250.60400
 14.577500,6378.06396,6250.60400
 14.580000,6428.35205,6320.76221
 14.582500,6428.35205,6352.36035
 14.585000,6191.13184,6394.19189
 14.587500,6191.13184,6412.96777
 14.590000,6086.93164,6339.88623
 14.592500,6411.13379,6223.58496
 14.595000,6411.13379,6178.56982
 14.597500,6411.13379,6306.62012
 14.600000,6394.06592,6306.62012
 14.602500,6394.06592,6364.15186
 14.605000,6094.66602,6388.02881
 14.607500,6094.66602,6388.02881
 14.610000,6424.83594,6226.50391
 14.612500,6424.83594,6335.71533
 14.615000,6415.22363,6335.71533
 14.617500,6415.22363,6384.76221
 14.620000,6135.59229,6409.08301
 14.622500,6100.40283,6409.08301
 14.625000,6100.40283,6318.88477
 14.627500,6100.40283,6258.50195
 14.630000,6377.16211,6171.41064
 14.632500,6377.16211,6148.03809
 14.635000,6084.23730,6148.03809
 14.637500,6084.23730,6274.19580
 14.640000,6337.48193,6211.54688
 14.642500,6337.48193,6262.04395
 14.645000,6379.38574,6262.04395
 14.647500,6379.38574,6303.55762
 14.650000,6200.91992,6364.08105
 14.652500,6200.91992,6364.08105
 14.655000,6200.91992,6310.25537
 14.657500,6421.19238,6250.03271
 14.660000,6421.19238,6250.03271
 14.662500,6421.19238,6288.69189
 14.665000,6132.38379,6288.69189
 14.667500,6132.38379,6361.70312
 14.670000,6436.71729,6394.46582
 14.672500,6436.71729,6378.90723
 14.675000,6430.09521,6410.74219
 14.677500,6430.09521,6410.74219
 14.680000,6468.03467,6421.41357
 14.682500,6468.03467,6426.18018
 14.685000,6258.31250,6459.61133
 14.687500,6236.05615,6459.61133
 14.690000,6236.05615,6393.22949
 14.692500,6236.05615,6348.72217
 14.695000,6469.74658,6311.62012
 14.697500,6159.89014,6387.46582
 14.700000,6159.89014,6432.81543
 14.702500,6159.89014,6342.82812
 14.705000,6103.61279,6342.82812
 14.707500,6103.61279,6223.55518
 14.710000,6111.59619,6184.00146
 14.712500,6111.59619,6184.00146
