time[s],setpoint[kRPM],velocity[kRPM]
14.690467,6176.11,6187.14
14.695683,6176.11,6187.14
14.700835,6176.11,6187.14
14.706173,6176.11,6187.0
14.711591,6176.11,6187.0
14.717077,6176.11,6187.0
14.722379,6176.11,6186.86
14.727638,6176.11,6186.86
14.73301,6176.11,6186.71
14.738318,6176.11,6186.86
14.743607,6176.11,6186.71
14.748878,6176.11,6186.71
14.754193,6176.11,6186.57
14.759372,6176.11,6186.43
14.764639,6176.11,6186.43
14.769914,6176.11,6186.43
14.775098,6176.11,6186.43
14.780275,6176.11,6186.29
14.785493,6176.11,6186.29
14.790868,6176.11,6186.29
14.796127,6176.11,6186.14
14.801434,6176.11,6186.14
14.806628,6176.11,6186.0
14.812156,6176.11,6185.86
14.818124,6176.11,6185.86
14.823446,6176.11,6185.86
14.828698,6176.11,6185.71
14.837225,6176.11,6185.71
14.842616,6176.11,6185.57
14.848255,6176.11,6185.57
14.853581,6176.11,6185.43
14.858916,6176.11,6185.43
14.864477,6176.11,6185.43
14.869655,6176.11,6185.29
14.87483,6176.11,6185.29
14.880012,6176.11,6185.29
14.885161,6176.11,6185.29
14.890297,6176.11,6185.14
14.895422,6176.11,6185.14
14.90056,6176.11,6185.0
14.905689,6176.11,6185.14
14.910863,6176.11,6185.0
14.916026,6176.11,6184.86
14.921175,6176.11,6185.0
14.926327,6176.11,6184.86
14.931462,6176.11,6184.86
14.936607,6176.11,6184.86
14.94178,6176.11,6184.86
14.946931,6176.11,6184.71
14.952097,6176.11,6184.71
14.957217,6176.11,6184.71
14.962325,6176.11,6184.71
14.967476,6176.11,6184.57
14.972665,6176.11,6184.71
14.977776,6176.11,6184.71
14.982978,6176.11,6184.57
14.988108,6176.11,6184.43
14.993209,6176.11,6184.57
14.998334,6176.11,6184.43
15.003456,6277.53,6184.29
15.008559,6277.53,6184.86
15.01388,6277.53,6186.86
15.019065,6277.53,6191.29
15.024219,6277.53,6197.86
15.029381,6277.53,6206.71
15.03456,6277.53,6216.71
15.039714,6277.53,6226.43
15.044846,6277.53,6235.29
15.050007,6277.53,6243.71
15.055108,6277.53,6251.29
15.060445,6277.53,6258.14
15.065642,6277.53,6264.14
15.070858,6277.53,6269.14
15.076103,6277.53,6273.43
15.081304,6277.53,6277.0
15.086481,6277.53,6279.86
15.091723,6277.53,6282.0
15.096892,6277.53,6283.86
15.102143,6277.53,6285.14
15.107364,6277.53,6286.14
15.112597,6277.53,6286.57
15.117853,6277.53,6286.86
15.123089,6277.53,6286.86
15.128932,6277.53,6286.71
15.13452,6277.53,6286.29
15.140102,6277.53,6285.86
15.14549,6277.53,6285.29
15.150758,6277.53,6284.71
15.156028,6277.53,6284.0
15.161311,6277.53,6283.43
15.166542,6277.53,6282.86
15.171785,6277.53,6282.43
15.178682,6277.53,6281.71
15.183967,6277.53,6281.29
15.189259,6277.53,6280.86
15.194479,6277.53,6280.43
15.199736,6277.53,6280.14
15.205124,6277.53,6279.71
15.210361,6277.53,6279.57
15.215593,6277.53,6279.29
15.220826,6277.53,6279.14
15.22604,6277.53,6279.0
15.231357,6277.53,6278.86
15.236517,6277.53,6278.71
15.241675,6277.53,6278.57
15.246823,6277.53,6278.57
15.251963,6277.53,6278.57
15.257101,6277.53,6278.43
15.262336,6277.53,6278.29
15.26747,6277.53,6278.43
15.272601,6277.53,6278.43
15.27778,6277.53,6278.43
15.282908,6277.53,6278.29
15.288032,6277.53,6278.43
15.293205,6277.53,6278.57
15.298352,6277.53,6278.43
15.303545,6277.53,6278.43
15.308675,6277.53,6278.43
15.313916,6277.53,6278.57
15.31907,6277.53,6278.57
15.324182,6277.53,6278.57
15.329329,6277.53,6278.43
15.334446,6277.53,6278.57
15.33961,6277.53,6278.57
15.344848,6277.53,6278.71
15.350086,6277.53,6278.57
15.355397,6277.53,6278.71
15.360667,6277.53,6278.57
15.365937,6277.53,6278.57
15.37124,6277.53,6278.71
15.376484,6277.53,6278.71
15.38173,6277.53,6278.71
15.386997,6277.53,6278.71
15.392221,6277.53,6278.57
15.397496,6277.53,6278.57
15.40279,6277.53,6278.57
15.408187,6277.53,6278.57
15.413443,6277.53,6278.57
15.418652,6277.53,6278.71
15.423971,6277.53,6278.57
15.429161,6277.53,6278.57
15.434406,6277.53,6278.57
15.439621,6277.53,6278.57
15.444884,6277.53,6278.57
15.450103,6277.53,6278.71
15.455334,6277.53,6278.71
15.460626,6277.53,6278.71
15.465899,6277.53,6278.71
15.471187,6277.53,6278.71
15.476402,6277.53,6278.71
15.481661,6277.53,6278.71
15.486837,6277.53,6278.71
15.491995,6277.53,6278.71
15.497213,6277.53,6278.71
15.502501,6277.53,6278.71
15.507762,6277.53,6278.71
15.512995,6277.53,6278.71
15.518204,6277.53,6278.86
15.523411,6277.53,6278.71
15.528632,6277.53,6278.71
15.533954,6277.53,6278.57
15.53921,6277.53,6278.71
15.54458,6277.53,6278.71
15.549835,6277.53,6278.57
15.555074,6277.53,6278.71
15.560292,6277.53,6278.57
15.565485,6277.53,6278.57
15.570743,6277.53,6278.43
15.576001,6277.53,6278.57
15.581211,6277.53,6278.57
15.586403,6277.53,6278.57
15.591582,6277.53,6278.57
15.596775,6277.53,6278.43
15.601947,6277.53,6278.43
15.607103,6277.53,6278.43
15.612257,6277.53,6278.57
15.617401,6277.53,6278.43
15.622538,6277.53,6278.43
15.627705,6277.53,6278.43
15.632822,6277.53,6278.57
15.637962,6277.53,6278.43
15.64309,6277.53,6278.57
15.648282,6277.53,6278.57
15.653429,6277.53,6278.57
15.658615,6277.53,6278.57
15.663741,6277.53,6278.57
15.668886,6277.53,6278.71
15.673977,6277.53,6278.57
15.679124,6277.53,6278.71
15.684266,6277.53,6278.57
15.689445,6277.53,6278.57
15.694668,6277.53,6278.43
15.699861,6277.53,6278.57
15.705025,6277.53,6278.43
15.710186,6277.53,6278.29
15.715469,6277.53,6278.29
15.720769,6277.53,6278.29
15.726078,6277.53,6278.29
15.731391,6277.53,6278.29
15.736618,6277.53,6278.43
15.741878,6277.53,6278.29
15.747132,6277.53,6278.14
15.752501,6277.53,6278.14
15.757847,6277.53,6278.14
15.763241,6277.53,6278.14
15.768551,6277.53,6278.14
15.773775,6277.53,6278.29
15.779072,6277.53,6278.14
15.784353,6277.53,6278.14
15.789652,6277.53,6278.14
15.794924,6277.53,6278.14
15.800318,6277.53,6278.14
15.805612,6277.53,6278.14
15.810904,6277.53,6278.29
15.81622,6277.53,6278.29
15.821503,6277.53,6278.43
15.826768,6277.53,6278.43
15.832071,6277.53,6278.43
15.837313,6277.53,6278.29
15.842617,6277.53,6278.43
15.847906,6277.53,6278.43
15.853185,6277.53,6278.43
15.858429,6277.53,6278.43
15.863709,6277.53,6278.43
15.869047,6277.53,6278.43
15.874301,6277.53,6278.43
15.879645,6277.53,6278.29
15.884928,6277.53,6278.29
15.890187,6277.53,6278.29
15.895398,6277.53,6278.29
15.900848,6277.53,6278.43
15.906146,6277.53,6278.29
15.911465,6277.53,6278.29
15.916751,6277.53,6278.29
15.922039,6277.53,6278.29
15.927307,6277.53,6278.29
15.932559,6277.53,6278.29
15.937777,6277.53,6278.29
15.943151,6277.53,6278.29
15.94843,6277.53,6278.43
15.95378,6277.53,6278.29
15.958993,6277.53,6278.43
15.9642,6277.53,6278.29
15.969455,6277.53,6278.29
15.974718,6277.53,6278.29
15.979985,6277.53,6278.29
15.985234,6277.53,6278.43
15.99045,6277.53,6278.29
15.995877,6277.53,6278.29
16.00106,6094.26,6278.29
16.00633,6094.26,6277.71
16.011562,6094.26,6276.0
16.016855,6094.26,6272.29
16.022125,6094.26,6266.43
16.027338,6094.26,6258.43
16.033014,6094.26,6247.57
16.038296,6094.26,6235.71
16.043503,6094.26,6222.57
16.048798,6094.26,6207.86
16.054003,6094.26,6192.14
16.059252,6094.26,6176.29
16.06454,6094.26,6160.71
16.06979,6094.26,6147.0
16.074951,6094.26,6135.14
16.080143,6094.26,6124.86
16.085318,6094.26,6116.0
16.090538,6094.26,6108.86
16.09573,6094.26,6103.0
16.101006,6094.26,6098.14
16.10628,6094.26,6094.71
16.1116,6094.26,6092.14
16.116913,6094.26,6090.29
16.122149,6094.26,6089.29
16.12735,6094.26,6088.86
16.132557,6094.26,6088.86
16.13774,6094.26,6089.14
16.142979,6094.26,6089.86
16.148226,6094.26,6090.86
16.15346,6094.26,6091.86
16.1587,6094.26,6093.0
16.16402,6094.26,6094.14
16.169315,6094.26,6095.43
16.174545,6094.26,6096.57
16.179846,6094.26,6097.71
16.185246,6094.26,6098.71
16.190449,6094.26,6099.86
16.195665,6094.26,6100.71
16.201082,6094.26,6101.57
16.206375,6094.26,6102.14
16.211689,6094.26,6102.86
16.216906,6094.26,6103.43
16.222181,6094.26,6103.86
16.227446,6094.26,6104.14
16.232756,6094.26,6104.43
16.238033,6094.26,6104.71
16.243286,6094.26,6104.71
16.248575,6094.26,6104.71
16.253767,6094.26,6105.0
16.25897,6094.26,6105.0
16.264236,6094.26,6104.86
16.269438,6094.26,6104.86
16.274628,6094.26,6104.86
16.27992,6094.26,6104.71
16.285185,6094.26,6104.57
16.29054,6094.26,6104.57
16.295792,6094.26,6104.43
16.30098,6094.26,6104.43
16.306248,6094.26,6104.14
16.311491,6094.26,6104.14
16.316818,6094.26,6104.0
16.322119,6094.26,6104.0
16.327366,6094.26,6103.71
16.332563,6094.26,6103.71
16.337854,6094.26,6103.71
16.3431,6094.26,6103.57
16.348438,6094.26,6103.43
16.353724,6094.26,6103.43
16.358923,6094.26,6103.43
16.364122,6094.26,6103.29
16.369425,6094.26,6103.14
16.37485,6094.26,6103.14
16.38029,6094.26,6103.14
16.385618,6094.26,6103.14
16.39094,6094.26,6103.0
16.396393,6094.26,6103.0
16.40171,6094.26,6102.86
16.407024,6094.26,6102.86
16.41233,6094.26,6102.71
16.417614,6094.26,6102.86
16.42286,6094.26,6102.57
16.428177,6094.26,6102.57
16.43347,6094.26,6102.71
16.438679,6094.26,6102.57
16.443882,6094.26,6102.43
16.449078,6094.26,6102.43
16.454292,6094.26,6102.43
16.45955,6094.26,6102.29
16.464806,6094.26,6102.29
16.470034,6094.26,6102.43
16.475273,6094.26,6102.29
16.48047,6094.26,6102.14
16.485783,6094.26,6102.29
16.491085,6094.26,6102.14
16.49633,6094.26,6102.14
16.50151,6094.26,6102.0
16.506702,6094.26,6102.14
16.511936,6094.26,6102.0
16.517105,6094.26,6102.0
16.522297,6094.26,6101.86
16.527523,6094.26,6101.86
16.532791,6094.26,6101.86
16.538006,6094.26,6101.71
16.543238,6094.26,6101.71
16.548483,6094.26,6101.71
16.553766,6094.26,6101.57
16.558998,6094.26,6101.57
16.564264,6094.26,6101.57
16.569433,6094.26,6101.57
16.57468,6094.26,6101.43
16.579935,6094.26,6101.43
16.58517,6094.26,6101.43
16.590364,6094.26,6101.29
16.595533,6094.26,6101.29
16.600693,6094.26,6101.29
16.605947,6094.26,6101.29
16.611204,6094.26,6101.14
16.616455,6094.26,6101.14
16.62165,6094.26,6101.14
16.627075,6094.26,6101.14
16.63234,6094.26,6101.0
16.63751,6094.26,6101.0
16.642769,6094.26,6101.0
16.647932,6094.26,6101.0
16.653204,6094.26,6100.86
16.658457,6094.26,6100.86
16.66372,6094.26,6101.0
16.668919,6094.26,6100.86
16.674116,6094.26,6100.71
16.679285,6094.26,6100.86
16.684479,6094.26,6100.71
16.689674,6094.26,6100.71
16.694899,6094.26,6100.71
16.700142,6094.26,6100.71
16.70534,6094.26,6100.71
16.710583,6094.26,6100.57
16.715963,6094.26,6100.71
16.72119,6094.26,6100.71
16.72651,6094.26,6100.57
16.731731,6094.26,6100.57
16.736933,6094.26,6100.57
16.74239,6094.26,6100.57
16.747604,6094.26,6100.43
16.752825,6094.26,6100.57
16.75798,6094.26,6100.57
16.763147,6094.26,6100.43
16.768307,6094.26,6100.43
16.773466,6094.26,6100.43
16.778593,6094.26,6100.43
16.78372,6094.26,6100.29
16.788836,6094.26,6100.43
16.793945,6094.26,6100.29
16.799068,6094.26,6100.29
16.80423,6094.26,6100.29
16.809439,6094.26,6100.14
16.814737,6094.26,6100.14
16.819914,6094.26,6100.14
16.82506,6094.26,6100.0
16.830248,6094.26,6100.0
16.835417,6094.26,6100.0
16.840551,6094.26,6100.0
16.845684,6094.26,6099.86
16.850819,6094.26,6099.86
16.855978,6094.26,6099.71
16.861073,6094.26,6099.71
16.866198,6094.26,6099.71
16.87133,6094.26,6099.71
16.876495,6094.26,6099.57
16.881638,6094.26,6099.57
16.88681,6094.26,6099.57
16.891973,6094.26,6099.43
16.89714,6094.26,6099.57
16.902225,6094.26,6099.57
16.907412,6094.26,6099.43
16.912584,6094.26,6099.43
16.917742,6094.26,6099.43
16.922886,6094.26,6099.29
16.928051,6094.26,6099.43
16.933167,6094.26,6099.29
16.9383,6094.26,6099.29
16.943472,6094.26,6099.14
16.948605,6094.26,6099.29
16.953754,6094.26,6099.14
16.958864,6094.26,6099.29
16.963982,6094.26,6099.14
16.969095,6094.26,6099.0
16.97426,6094.26,6099.14
16.979403,6094.26,6099.0
16.98454,6094.26,6099.0
16.98968,6094.26,6099.14
16.994873,6094.26,6099.0
16.999992,5362.08,6099.0
17.005112,5362.08,6098.71
17.010216,5362.08,6097.0
17.015362,5362.08,6093.71
17.0205,5362.08,6088.14
17.025667,5362.08,6080.43
17.030806,5362.08,6071.0
17.035969,5362.08,6059.57
17.041151,5362.08,6047.0
17.046349,5362.08,6032.71
17.051544,5362.08,6017.29
17.05665,5362.08,6001.29
17.061836,5362.08,5983.71
17.06712,5362.08,5965.86
17.07242,5362.08,5946.86
17.07767,5362.08,5928.14
17.082922,5362.08,5908.43
17.088238,5362.08,5888.43
17.093508,5362.08,5869.29
17.098764,5362.08,5849.43
17.104042,5362.08,5829.71
17.109325,5362.08,5809.57
17.114605,5362.08,5790.0
17.119854,5362.08,5770.71
17.125092,5362.08,5751.29
17.130373,5362.08,5732.14
17.13564,5362.08,5712.71
17.1409,5362.08,5693.71
17.146685,5362.08,5672.71
17.151934,5362.08,5654.29
17.157194,5362.08,5635.57
17.16245,5362.08,5617.14
17.16773,5362.08,5598.71
17.172945,5362.08,5580.57
17.178167,5362.08,5562.29
17.183376,5362.08,5544.14
17.188583,5362.08,5526.29
17.193762,5362.08,5508.71
17.198938,5362.08,5490.57
17.204187,5362.08,5472.71
17.209478,5362.08,5455.14
17.214737,5362.08,5438.57
17.220125,5362.08,5423.43
17.225449,5362.08,5410.86
17.230886,5362.08,5400.14
17.236128,5362.08,5392.0
17.241331,5362.08,5385.71
17.246601,5362.08,5380.86
17.25191,5362.08,5377.43
17.257168,5362.08,5375.43
17.26241,5362.08,5374.14
17.267618,5362.08,5373.71
17.272955,5362.08,5374.0
17.278292,5362.08,5375.0
17.283634,5362.08,5376.14
17.288862,5362.08,5377.86
17.294086,5362.08,5379.57
17.299343,5362.08,5381.29
17.304596,5362.08,5383.14
17.309866,5362.08,5385.14
17.31513,5362.08,5386.71
17.32052,5362.08,5388.57
17.325806,5362.08,5390.14
17.33106,5362.08,5391.43
17.33627,5362.08,5392.86
17.341558,5362.08,5394.0
17.346819,5362.08,5394.86
17.352104,5362.08,5395.71
17.35731,5362.08,5396.43
17.362537,5362.08,5396.86
17.367811,5362.08,5397.29
17.373009,5362.08,5397.57
17.378265,5362.08,5397.86
17.383448,5362.08,5397.71
17.388615,5362.08,5397.86
17.393759,5362.08,5397.86
17.398891,5362.08,5397.57
17.404036,5362.08,5397.43
17.409246,5362.08,5397.29
17.414522,5362.08,5397.14
17.419817,5362.08,5396.71
17.425,5362.08,5396.57
17.430265,5362.08,5396.29
17.435575,5362.08,5396.0
17.440886,5362.08,5395.71
17.446196,5362.08,5395.57
17.451658,5362.08,5395.14
17.456944,5362.08,5395.0
17.462393,5362.08,5394.71
17.467827,5362.08,5394.43
17.473036,5362.08,5394.14
17.478264,5362.08,5394.0
17.48353,5362.08,5393.71
17.488808,5362.08,5393.71
17.494003,5362.08,5393.43
17.49925,5362.08,5393.14
17.504486,5362.08,5393.0
17.509762,5362.08,5392.86
17.515047,5362.08,5392.71
17.520294,5362.08,5392.43
17.525497,5362.08,5392.29
17.530691,5362.08,5392.14
17.535906,5362.08,5392.0
17.54107,5362.08,5391.86
17.546453,5362.08,5391.86
17.551702,5362.08,5391.43
17.55689,5362.08,5391.43
17.562122,5362.08,5391.29
17.56732,5362.08,5391.14
17.572472,5362.08,5390.86
17.577728,5362.08,5390.86
17.582958,5362.08,5390.71
17.588137,5362.08,5390.57
17.593363,5362.08,5390.29
17.598623,5362.08,5390.29
17.603848,5362.08,5390.14
17.609135,5362.08,5390.0
17.614336,5362.08,5389.86
17.619522,5362.08,5389.71
17.6247,5362.08,5389.57
17.629894,5362.08,5389.43
17.635038,5362.08,5389.43
17.640236,5362.08,5389.29
17.64537,5362.08,5389.14
17.650545,5362.08,5388.86
17.655685,5362.08,5388.86
17.660847,5362.08,5388.71
17.665977,5362.08,5388.57
17.671103,5362.08,5388.29
17.676271,5362.08,5388.14
17.681396,5362.08,5388.14
17.686531,5362.08,5388.0
17.691753,5362.08,5387.86
17.696896,5362.08,5387.71
17.702028,5362.08,5387.57
17.707151,5362.08,5387.43
17.712292,5362.08,5387.29
17.717428,5362.08,5387.14
17.722628,5362.08,5387.14
17.727879,5362.08,5387.0
17.73301,5362.08,5386.86
17.738134,5362.08,5386.57
17.743256,5362.08,5386.43
17.748383,5362.08,5386.43
17.753511,5362.08,5386.29
17.758747,5362.08,5386.14
17.763834,5362.08,5386.0
17.768951,5362.08,5386.0
17.774075,5362.08,5385.86
17.779453,5362.08,5385.71
17.784693,5362.08,5385.57
17.789877,5362.08,5385.57
17.79503,5362.08,5385.29
17.800169,5362.08,5385.14
17.805334,5362.08,5385.14
17.81051,5362.08,5385.0
17.815653,5362.08,5385.0
17.820778,5362.08,5384.71
17.825941,5362.08,5384.57
17.831266,5362.08,5384.71
17.836565,5362.08,5384.43
17.841993,5362.08,5384.29
17.847427,5362.08,5384.14
17.852806,5362.08,5384.0
17.858215,5362.08,5384.14
17.863663,5362.08,5383.86
17.868929,5362.08,5383.71
17.874552,5362.08,5383.57
17.87988,5362.08,5383.43
17.885195,5362.08,5383.29
17.890356,5362.08,5383.29
17.89553,5362.08,5383.0
17.90067,5362.08,5383.0
17.90582,5362.08,5382.86
17.91101,5362.08,5382.86
17.916214,5362.08,5382.71
17.921394,5362.08,5382.57
17.926548,5362.08,5382.57
17.93172,5362.08,5382.43
17.936863,5362.08,5382.43
17.942085,5362.08,5382.29
17.947329,5362.08,5382.29
17.952559,5362.08,5382.14
17.957832,5362.08,5382.0
17.963228,5362.08,5382.0
17.968424,5362.08,5381.86
17.973679,5362.08,5381.71
17.978945,5362.08,5381.71
17.984129,5362.08,5381.57
17.98936,5362.08,5381.43
17.994652,5362.08,5381.43
17.99991,4320.22,5381.29
18.005102,4320.22,5380.71
18.010338,4320.22,5378.86
18.01559,4320.22,5375.29
18.020916,4320.22,5369.43
18.026201,4320.22,5361.0
18.031511,4320.22,5351.0
18.036764,4320.22,5339.0
18.04193,4320.22,5325.86
18.047358,4320.22,5310.29
18.052814,4320.22,5293.43
18.058064,4320.22,5276.29
18.063272,4320.22,5258.29
18.068438,4320.22,5240.0
18.07361,4320.22,5221.0
18.078798,4320.22,5201.71
18.08398,4320.22,5182.0
18.089191,4320.22,5162.14
18.09438,4320.22,5142.29
18.099642,4320.22,5121.86
18.104883,4320.22,5101.86
18.110113,4320.22,5081.86
18.115398,4320.22,5061.71
18.12059,4320.22,5042.29
18.125856,4320.22,5022.43
18.131159,4320.22,5002.71
18.136541,4320.22,4982.71
18.141937,4320.22,4963.0
18.147264,4320.22,4943.43
18.152617,4320.22,4924.29
18.158009,4320.22,4905.14
18.163212,4320.22,4886.43
18.168373,4320.22,4868.14
18.173592,4320.22,4849.86
18.17892,4320.22,4831.14
18.184202,4320.22,4812.71
18.189491,4320.22,4794.0
18.19492,4320.22,4775.29
18.200356,4320.22,4756.29
18.20568,4320.22,4738.0
18.210983,4320.22,4719.71
18.216228,4320.22,4701.57
18.221525,4320.22,4683.14
18.226921,4320.22,4664.43
18.23235,4320.22,4645.71
18.237694,4320.22,4627.0
18.243122,4320.22,4608.43
18.248549,4320.22,4589.57
18.253773,4320.22,4571.57
18.258993,4320.22,4553.43
18.264248,4320.22,4535.0
18.269558,4320.22,4516.86
18.274836,4320.22,4498.43
18.28023,4320.22,4479.57
18.28554,4320.22,4461.14
18.290945,4320.22,4442.29
18.296364,4320.22,4423.57
18.301668,4320.22,4406.57
18.306948,4320.22,4391.43
18.312422,4320.22,4378.14
18.317675,4320.22,4367.57
18.322897,4320.22,4359.0
18.328098,4320.22,4352.43
18.333363,4320.22,4347.43
18.33861,4320.22,4343.86
18.343931,4320.22,4341.71
18.349167,4320.22,4340.43
18.354383,4320.22,4340.0
18.359587,4320.22,4340.57
18.364841,4320.22,4341.43
18.37009,4320.22,4342.71
18.37535,4320.22,4344.43
18.380608,4320.22,4346.14
18.385876,4320.22,4348.14
18.391293,4320.22,4350.29
18.396563,4320.22,4352.0
18.401896,4320.22,4353.86
18.407139,4320.22,4355.71
18.412313,4320.22,4357.29
18.417538,4320.22,4358.71
18.422808,4320.22,4360.0
18.428013,4320.22,4361.29
18.433231,4320.22,4362.14
18.438429,4320.22,4363.0
18.443682,4320.22,4363.57
18.448883,4320.22,4364.0
18.454067,4320.22,4364.43
18.459244,4320.22,4364.71
18.464499,4320.22,4364.71
18.469772,4320.22,4365.0
18.475063,4320.22,4365.0
18.480328,4320.22,4364.71
18.485537,4320.22,4364.71
18.490738,4320.22,4364.29
18.495937,4320.22,4364.0
18.501162,4320.22,4363.86
18.506592,4320.22,4363.57
18.511885,4320.22,4363.14
18.517075,4320.22,4362.86
18.52248,4320.22,4362.57
18.527927,4320.22,4362.14
18.533194,4320.22,4361.71
18.538506,4320.22,4361.57
18.543676,4320.22,4361.14
18.548906,4320.22,4360.86
18.554123,4320.22,4360.57
18.559301,4320.22,4360.14
18.564556,4320.22,4360.0
18.569824,4320.22,4359.86
18.575071,4320.22,4359.43
18.58031,4320.22,4359.14
18.585552,4320.22,4359.0
18.590805,4320.22,4358.57
18.59602,4320.22,4358.57
18.601192,4320.22,4358.29
18.606367,4320.22,4358.0
18.611532,4320.22,4357.86
18.61669,4320.22,4357.57
18.621853,4320.22,4357.29
18.626982,4320.22,4357.29
18.632135,4320.22,4356.86
18.637323,4320.22,4356.71
18.64256,4320.22,4356.57
18.647839,4320.22,4356.29
18.653088,4320.22,4356.14
18.658384,4320.22,4356.0
18.663666,4320.22,4355.71
18.668833,4320.22,4355.43
18.674044,4320.22,4355.43
18.679277,4320.22,4355.14
18.684471,4320.22,4355.0
18.689632,4320.22,4354.86
18.694773,4320.22,4354.57
18.699978,4320.22,4354.43
18.705145,4320.22,4354.29
18.710371,4320.22,4354.0
18.715614,4320.22,4354.0
18.720934,4320.22,4353.86
18.72623,4320.22,4353.57
18.731491,4320.22,4353.57
18.73675,4320.22,4353.29
18.741936,4320.22,4353.0
18.747143,4320.22,4353.14
18.752419,4320.22,4352.86
18.757614,4320.22,4352.57
18.762856,4320.22,4352.57
18.768248,4320.22,4352.43
18.773525,4320.22,4352.29
18.778715,4320.22,4352.29
18.78398,4320.22,4352.0
18.789154,4320.22,4351.86
18.794403,4320.22,4351.71
18.799646,4320.22,4351.57
18.804941,4320.22,4351.43
18.81027,4320.22,4351.29
18.815565,4320.22,4351.14
18.82089,4320.22,4350.86
18.826082,4320.22,4350.86
18.831333,4320.22,4350.71
18.836594,4320.22,4350.43
18.841864,4320.22,4350.29
18.847124,4320.22,4350.14
18.852299,4320.22,4349.86
18.857521,4320.22,4349.86
18.862768,4320.22,4349.57
18.868187,4320.22,4349.43
18.87348,4320.22,4349.29
18.878723,4320.22,4349.14
18.883905,4320.22,4349.0
18.889088,4320.22,4348.86
18.89426,4320.22,4348.71
18.899464,4320.22,4348.57
18.904783,4320.22,4348.43
18.909996,4320.22,4348.14
18.915245,4320.22,4348.14
18.920504,4320.22,4348.0
18.925747,4320.22,4347.86
18.931168,4320.22,4347.57
18.936419,4320.22,4347.57
18.94172,4320.22,4347.43
18.946999,4320.22,4347.14
18.952293,4320.22,4347.14
18.957493,4320.22,4347.0
18.96275,4320.22,4346.71
18.968168,4320.22,4346.71
18.973484,4320.22,4346.57
18.978806,4320.22,4346.29
18.984035,4320.22,4346.29
18.989279,4320.22,4346.14
18.994673,4320.22,4346.0
19.0001,3735.51,4345.86
19.00533,3735.51,4345.29
19.01065,3735.51,4343.43
19.015963,3735.51,4339.43
19.021208,3735.51,4334.14
19.026468,3735.51,4325.57
19.03175,3735.51,4315.43
19.036924,3735.51,4303.57
19.042183,3735.51,4289.86
19.047443,3735.51,4274.57
19.052761,3735.51,4257.86
19.058027,3735.51,4240.57
19.063284,3735.51,4221.57
19.068537,3735.51,4202.71
19.073711,3735.51,4183.86
19.078917,3735.51,4163.0
19.08409,3735.51,4143.86
19.08925,3735.51,4122.71
19.094494,3735.51,4103.14
19.099686,3735.51,4081.71
19.104849,3735.51,4062.29
19.110094,3735.51,4040.71
19.11531,3735.51,4020.86
19.120485,3735.51,4001.0
19.125732,3735.51,3980.0
19.130974,3735.51,3960.29
19.136263,3735.51,3940.71
19.141577,3735.51,3919.71
19.14684,3735.51,3900.57
19.15215,3735.51,3881.29
19.15739,3735.51,3861.86
19.16271,3735.51,3843.0
19.167986,3735.51,3823.57
19.173231,3735.51,3806.14
19.17842,3735.51,3790.57
19.18356,3735.51,3777.43
19.188684,3735.51,3766.57
19.193823,3735.51,3757.86
19.19894,3735.51,3751.0
19.20407,3735.51,3745.57
19.209187,3735.51,3742.14
19.21432,3735.51,3740.0
19.219622,3735.51,3738.71
19.22475,3735.51,3738.29
19.22992,3735.51,3738.86
19.235083,3735.51,3740.14
19.240229,3735.51,3741.71
19.245375,3735.51,3743.57
19.250544,3735.51,3745.71
19.255693,3735.51,3748.14
19.260784,3735.51,3750.29
19.265919,3735.51,3752.57
19.271023,3735.51,3754.86
19.276133,3735.51,3756.86
19.281273,3735.51,3758.71
19.286417,3735.51,3760.57
19.291536,3735.51,3762.29
19.29667,3735.51,3763.71
19.30187,3735.51,3764.86
19.307043,3735.51,3765.86
19.312326,3735.51,3767.0
19.31743,3735.51,3767.57
19.322634,3735.51,3768.0
19.327799,3735.51,3768.57
19.332886,3735.51,3768.86
19.33809,3735.51,3768.86
19.343294,3735.51,3768.86
19.348488,3735.51,3769.0
19.353727,3735.51,3769.0
19.358938,3735.51,3768.71
19.364145,3735.51,3768.57
19.369316,3735.51,3768.43
19.374468,3735.51,3768.14
19.379684,3735.51,3767.71
19.384844,3735.51,3767.57
19.39003,3735.51,3767.14
19.395159,3735.51,3766.71
19.40036,3735.51,3766.57
19.405548,3735.51,3766.29
19.410809,3735.51,3766.0
19.416079,3735.51,3765.57
19.421339,3735.51,3765.43
19.426584,3735.51,3765.14
19.43177,3735.51,3764.71
19.436949,3735.51,3764.57
19.442196,3735.51,3764.43
19.447454,3735.51,3764.14
19.452692,3735.51,3763.86
19.458027,3735.51,3763.86
19.463276,3735.51,3763.43
19.468521,3735.51,3763.29
19.4737,3735.51,3763.14
19.478878,3735.51,3763.0
19.484137,3735.51,3762.71
19.4894,3735.51,3762.71
19.494629,3735.51,3762.57
19.499853,3735.51,3762.43
19.505016,3735.51,3762.29
19.510202,3735.51,3762.29
19.515415,3735.51,3762.14
19.520666,3735.51,3761.86
19.525917,3735.51,3761.86
19.531101,3735.51,3761.71
19.536287,3735.51,3761.43
19.54155,3735.51,3761.43
19.546782,3735.51,3761.29
19.55201,3735.51,3761.14
19.557217,3735.51,3760.86
19.562407,3735.51,3760.86
19.567713,3735.51,3760.86
