time[s],setpoint[kRPM],velocity[kRPM]
36.106808,1636.93,1633.14
36.111893,1636.93,1633.57
36.117,1636.93,1633.57
36.122086,1636.93,1633.43
36.12722,1636.93,1633.14
36.132305,1636.93,1633.14
36.13739,1636.93,1633.43
36.14247,1636.93,1633.86
36.1476,1636.93,1633.86
36.152687,1636.93,1633.86
36.15777,1636.93,1634.0
36.162853,1636.93,1633.71
36.167934,1636.93,1633.43
36.173042,1636.93,1633.86
36.178196,1636.93,1633.86
36.183334,1636.93,1634.14
36.188454,1636.93,1634.14
36.19359,1636.93,1634.0
36.19871,1636.93,1634.29
36.203808,1636.93,1634.43
36.2089,1636.93,1634.14
36.214027,1636.93,1634.14
36.219116,1636.93,1634.29
36.2242,1636.93,1634.29
36.229313,1636.93,1634.43
36.234398,1636.93,1634.71
36.23949,1636.93,1634.57
36.2446,1636.93,1634.71
36.249695,1636.93,1634.71
36.254784,1636.93,1634.57
36.25987,1636.93,1634.57
36.264954,1636.93,1634.57
36.270046,1636.93,1634.57
36.27514,1636.93,1634.71
36.280224,1636.93,1635.0
36.285397,1636.93,1634.86
36.290684,1636.93,1634.57
36.295925,1636.93,1634.57
36.301083,1636.93,1634.71
36.306328,1636.93,1634.86
36.311543,1636.93,1634.71
36.31683,1636.93,1634.29
36.32205,1636.93,1634.14
36.327312,1636.93,1634.29
36.33259,1636.93,1634.71
36.337837,1636.93,1634.43
36.34316,1636.93,1634.14
36.34845,1636.93,1634.29
36.353645,1636.93,1634.57
36.35888,1636.93,1634.29
36.364063,1636.93,1634.43
36.369232,1636.93,1634.57
36.37443,1636.93,1634.57
36.379635,1636.93,1634.29
36.38488,1636.93,1634.57
36.39009,1636.93,1634.86
36.395264,1636.93,1634.57
36.400433,1636.93,1634.86
36.40562,1636.93,1634.71
36.410786,1636.93,1634.71
36.416027,1636.93,1635.0
36.421284,1636.93,1635.14
36.426533,1636.93,1634.86
36.43192,1636.93,1634.71
36.43717,1636.93,1634.86
36.44246,1636.93,1635.14
36.447674,1636.93,1635.0
36.45287,1636.93,1635.29
36.45806,1636.93,1635.29
36.46332,1636.93,1635.0
36.468575,1636.93,1634.86
36.473755,1636.93,1635.0
36.478943,1636.93,1635.43
36.48418,1636.93,1635.14
36.48941,1636.93,1635.0
36.494617,1636.93,1635.0
36.499813,1636.93,1635.14
36.50498,1636.93,1635.43
36.510223,1636.93,1635.43
36.515594,1636.93,1635.0
36.520836,1636.93,1635.14
36.526085,1636.93,1635.29
36.531464,1636.93,1635.0
36.536694,1636.93,1634.86
36.541916,1636.93,1635.0
36.547195,1636.93,1635.14
36.55243,1636.93,1634.86
36.55763,1636.93,1634.86
36.562824,1636.93,1635.0
36.56802,1636.93,1635.14
36.573208,1636.93,1634.86
36.57846,1636.93,1634.86
36.58384,1636.93,1635.29
36.58906,1636.93,1635.14
36.594326,1636.93,1635.0
36.59965,1636.93,1634.86
36.60485,1636.93,1635.14
36.61011,1636.93,1634.86
36.615337,1636.93,1635.0
36.620567,1636.93,1635.29
36.625786,1636.93,1635.14
36.631027,1636.93,1635.14
36.636284,1636.93,1635.0
36.641552,1636.93,1635.14
36.64676,1636.93,1635.29
36.651978,1636.93,1635.14
36.65713,1636.93,1635.43
36.66235,1636.93,1635.29
36.667538,1636.93,1635.14
36.67281,1636.93,1635.14
36.6781,1636.93,1635.29
36.683285,1636.93,1635.57
36.688477,1636.93,1635.57
36.693737,1636.93,1635.43
36.69896,1636.93,1635.29
36.704212,1636.93,1635.29
36.709457,1636.93,1635.57
36.71472,1636.93,1635.71
36.72013,1636.93,1635.29
36.725407,1636.93,1635.43
36.730675,1636.93,1635.57
36.735886,1636.93,1635.57
36.74108,1636.93,1635.57
36.74632,1636.93,1635.57
36.751564,1636.93,1635.71
36.756798,1636.93,1635.57
36.761948,1636.93,1635.43
36.76714,1636.93,1635.43
36.772278,1636.93,1635.86
36.778004,1636.93,1635.86
36.78715,1636.93,1635.43
36.792297,1636.93,1635.29
36.797455,1636.93,1635.43
36.80258,1636.93,1635.57
36.807735,1636.93,1635.71
36.81285,1636.93,1635.57
36.818005,1636.93,1635.43
36.823147,1636.93,1635.14
36.82832,1636.93,1635.43
36.8335,1636.93,1635.57
36.838673,1636.93,1635.29
36.843864,1636.93,1635.43
36.849052,1636.93,1635.71
36.854218,1636.93,1635.71
36.859455,1636.93,1635.71
36.86475,1636.93,1635.43
36.870052,1636.93,1635.71
36.875324,1636.93,1635.71
36.880596,1636.93,1635.43
36.88587,1636.93,1635.71
36.89118,1636.93,1635.86
36.896408,1636.93,1635.57
36.901688,1636.93,1635.71
36.906975,1636.93,1636.0
36.912243,1636.93,1635.86
36.91751,1636.93,1635.86
36.922703,1636.93,1635.86
36.927963,1636.93,1636.14
36.93319,1636.93,1636.0
36.938427,1636.93,1636.0
36.94368,1636.93,1636.0
36.948845,1636.93,1636.0
36.954002,1636.93,1636.14
36.95917,1636.93,1636.43
36.964363,1636.93,1636.29
36.96957,1636.93,1636.0
36.97482,1636.93,1635.86
36.98006,1636.93,1636.29
36.985302,1636.93,1636.14
36.990562,1636.93,1636.14
36.995827,1636.93,1635.86
37.001026,2332.57,1635.86
37.006325,2332.57,1636.43
37.011566,2332.57,1638.0
37.01682,2332.57,1641.71
37.022156,2332.57,1647.43
37.027424,2332.57,1655.86
37.03285,2332.57,1666.71
37.038055,2332.57,1678.86
37.043247,2332.57,1692.71
37.048405,2332.57,1707.86
37.05365,2332.57,1724.57
37.05882,2332.57,1742.57
37.064003,2332.57,1761.14
37.06917,2332.57,1780.71
37.074364,2332.57,1800.57
37.0796,2332.57,1821.14
37.08481,2332.57,1842.29
37.090015,2332.57,1863.43
37.095276,2332.57,1884.71
37.100662,2332.57,1906.57
37.10601,2332.57,1928.57
37.111256,2332.57,1949.29
37.11666,2332.57,1971.57
37.122,2332.57,1992.43
37.127193,2332.57,2012.71
37.132378,2332.57,2033.43
37.137623,2332.57,2053.29
37.142902,2332.57,2073.86
37.148113,2332.57,2093.43
37.1533,2332.57,2113.0
37.158497,2332.57,2132.29
37.16378,2332.57,2151.71
37.168987,2332.57,2171.14
37.174206,2332.57,2189.71
37.17941,2332.57,2208.71
37.18466,2332.57,2227.29
37.18994,2332.57,2246.43
37.195232,2332.57,2265.0
37.20062,2332.57,2283.86
37.205902,2332.57,2301.0
37.211147,2332.57,2315.86
37.216408,2332.57,2329.71
37.22162,2332.57,2339.86
37.226864,2332.57,2349.0
37.23206,2332.57,2355.0
37.237328,2332.57,2360.43
37.242577,2332.57,2363.0
37.247856,2332.57,2365.57
37.25306,2332.57,2365.43
37.258377,2332.57,2365.57
37.26368,2332.57,2364.86
37.26887,2332.57,2363.14
37.27414,2332.57,2360.57
37.279343,2332.57,2358.14
37.284603,2332.57,2356.14
37.289883,2332.57,2352.71
37.29529,2332.57,2350.43
37.30059,2332.57,2347.57
37.305878,2332.57,2344.57
37.31131,2332.57,2342.71
37.316772,2332.57,2339.86
37.322117,2332.57,2338.43
37.32759,2332.57,2335.86
37.332844,2332.57,2334.86
37.33814,2332.57,2333.29
37.34343,2332.57,2331.86
37.348648,2332.57,2331.43
37.35387,2332.57,2330.14
37.359077,2332.57,2330.14
37.3643,2332.57,2329.14
37.36954,2332.57,2329.0
37.37483,2332.57,2328.86
37.38011,2332.57,2328.43
37.385403,2332.57,2328.86
37.390717,2332.57,2328.29
37.396214,2332.57,2329.14
37.40152,2332.57,2328.43
37.40692,2332.57,2329.43
37.412205,2332.57,2328.86
37.417587,2332.57,2329.71
37.423004,2332.57,2329.43
37.428333,2332.57,2329.86
37.433655,2332.57,2329.86
37.43899,2332.57,2329.86
37.444237,2332.57,2330.57
37.44953,2332.57,2330.14
37.45479,2332.57,2331.0
37.460033,2332.57,2330.43
37.465298,2332.57,2331.14
37.470592,2332.57,2330.86
37.475876,2332.57,2331.0
37.48116,2332.57,2331.29
37.48648,2332.57,2330.86
37.491676,2332.57,2331.71
37.49682,2332.57,2331.0
37.502068,2332.57,2331.57
37.507343,2332.57,2331.43
37.512856,2332.57,2331.43
37.518166,2332.57,2331.43
37.523506,2332.57,2331.29
37.5287,2332.57,2331.71
37.53395,2332.57,2331.14
37.539185,2332.57,2331.86
37.544388,2332.57,2331.29
37.54964,2332.57,2331.57
37.554855,2332.57,2331.57
37.560085,2332.57,2331.14
37.565372,2332.57,2332.0
37.570778,2332.57,2331.14
37.576065,2332.57,2331.86
37.581276,2332.57,2331.14
37.586525,2332.57,2331.57
37.591778,2332.57,2331.57
37.596943,2332.57,2331.43
37.602222,2332.57,2331.71
37.607506,2332.57,2331.14
37.61281,2332.57,2331.86
37.61817,2332.57,2331.14
37.623405,2332.57,2331.71
37.628597,2332.57,2331.43
37.633785,2332.57,2331.29
37.638985,2332.57,2331.71
37.64418,2332.57,2330.86
37.649338,2332.57,2331.71
37.654526,2332.57,2331.29
37.659756,2332.57,2331.29
37.664917,2332.57,2331.57
37.670166,2332.57,2331.0
37.67545,2332.57,2331.86
37.680676,2332.57,2331.0
37.685944,2332.57,2331.71
37.691193,2332.57,2331.29
37.696407,2332.57,2331.29
37.701607,2332.57,2331.71
37.70685,2332.57,2331.0
37.712273,2332.57,2331.86
37.717495,2332.57,2331.0
37.72269,2332.57,2331.71
37.727882,2332.57,2331.43
37.733047,2332.57,2331.29
37.738243,2332.57,2331.86
37.743427,2332.57,2331.0
37.74861,2332.57,2331.86
37.753815,2332.57,2331.29
37.759026,2332.57,2331.43
37.76421,2332.57,2331.71
37.769386,2332.57,2331.0
37.77465,2332.57,2331.86
37.77994,2332.57,2331.14
37.785164,2332.57,2331.71
37.790394,2332.57,2331.43
37.79565,2332.57,2331.29
37.800884,2332.57,2331.71
37.806107,2332.57,2331.0
37.811333,2332.57,2331.71
37.816578,2332.57,2331.0
37.821846,2332.57,2331.57
37.827106,2332.57,2331.29
37.8323,2332.57,2331.14
37.837536,2332.57,2331.71
37.842724,2332.57,2331.0
37.84798,2332.57,2331.86
37.85321,2332.57,2331.29
37.85846,2332.57,2331.57
37.863747,2332.57,2331.57
37.86894,2332.57,2331.29
37.874176,2332.57,2332.0
37.879406,2332.57,2331.14
37.884697,2332.57,2332.0
37.889973,2332.57,2331.29
37.895382,2332.57,2331.71
37.90067,2332.57,2331.57
37.90597,2332.57,2331.57
37.911396,2332.57,2331.71
37.91668,2332.57,2331.29
37.922016,2332.57,2331.86
37.927452,2332.57,2331.29
37.93292,2332.57,2332.0
37.93829,2332.57,2331.29
37.943523,2332.57,2332.0
37.948742,2332.57,2331.43
37.953945,2332.57,2331.57
37.959167,2332.57,2331.71
37.964405,2332.57,2331.29
37.969593,2332.57,2332.0
37.974796,2332.57,2331.14
37.980194,2332.57,2332.0
37.985477,2332.57,2331.29
37.990906,2332.57,2331.86
37.996338,2332.57,2331.43
38.001553,1557.98,2331.43
38.006817,1557.98,2331.14
38.012035,1557.98,2329.43
38.017334,1557.98,2327.0
38.02261,1557.98,2322.14
38.027863,1557.98,2315.86
38.033035,1557.98,2309.14
38.03829,1557.98,2300.14
38.043507,1557.98,2290.29
38.04882,1557.98,2279.71
38.053997,1557.98,2267.86
38.05922,1557.98,2255.29
38.06452,1557.98,2242.14
38.06987,1557.98,2227.71
38.07512,1557.98,2212.57
38.08036,1557.98,2197.29
38.08565,1557.98,2181.57
38.090862,1557.98,2165.43
38.096134,1557.98,2148.29
38.10139,1557.98,2130.86
38.106667,1557.98,2113.14
38.11196,1557.98,2095.57
38.11719,1557.98,2077.57
38.12243,1557.98,2059.29
38.127663,1557.98,2040.43
38.133022,1557.98,2021.14
38.138256,1557.98,2001.86
38.143547,1557.98,1982.57
38.148796,1557.98,1963.14
38.153988,1557.98,1943.86
38.159157,1557.98,1924.57
38.16437,1557.98,1905.0
38.16964,1557.98,1885.29
38.17505,1557.98,1864.71
38.180294,1557.98,1844.86
38.18551,1557.98,1825.29
38.190697,1557.98,1805.43
38.19589,1557.98,1785.71
38.201054,1557.98,1766.29
38.206295,1557.98,1746.29
38.21152,1557.98,1726.86
38.216812,1557.98,1706.71
38.222084,1557.98,1686.71
38.227306,1557.98,1666.86
38.2325,1557.98,1647.86
38.237747,1557.98,1629.14
38.242992,1557.98,1612.0
38.248276,1557.98,1595.86
38.253555,1557.98,1582.14
38.258797,1557.98,1569.86
38.264015,1557.98,1559.29
38.269215,1557.98,1549.71
38.274437,1557.98,1542.0
38.279827,1557.98,1535.57
38.285004,1557.98,1530.86
38.29026,1557.98,1527.0
38.295517,1557.98,1524.57
38.300797,1557.98,1523.0
38.30608,1557.98,1522.14
38.311356,1557.98,1522.0
38.31679,1557.98,1522.14
38.32211,1557.98,1522.86
38.3274,1557.98,1523.86
38.332664,1557.98,1525.14
38.337975,1557.98,1526.71
38.34321,1557.98,1528.29
38.348392,1557.98,1529.71
38.353626,1557.98,1531.29
38.35896,1557.98,1532.86
38.364174,1557.98,1534.57
38.369324,1557.98,1535.86
38.374485,1557.98,1537.29
38.38093,1557.98,1539.0
38.386063,1557.98,1540.43
38.39117,1557.98,1541.29
38.39631,1557.98,1542.57
38.40148,1557.98,1543.0
38.40663,1557.98,1543.57
38.41175,1557.98,1544.14
38.41684,1557.98,1544.57
38.422005,1557.98,1545.71
38.427128,1557.98,1545.57
38.43229,1557.98,1545.57
38.43743,1557.98,1546.0
38.442596,1557.98,1545.86
38.447697,1557.98,1546.0
38.45286,1557.98,1545.57
38.457943,1557.98,1545.57
38.463078,1557.98,1545.57
38.468243,1557.98,1545.43
38.47342,1557.98,1545.43
38.478615,1557.98,1545.14
38.483776,1557.98,1545.43
38.48894,1557.98,1545.43
38.494102,1557.98,1545.57
38.49924,1557.98,1545.57
38.504482,1557.98,1545.43
38.50969,1557.98,1545.29
38.514896,1557.98,1545.14
38.520096,1557.98,1545.14
38.525288,1557.98,1545.29
38.53054,1557.98,1545.29
38.53572,1557.98,1545.0
38.540894,1557.98,1544.86
38.546093,1557.98,1544.86
38.55129,1557.98,1545.14
38.556534,1557.98,1545.14
38.561726,1557.98,1545.29
38.56697,1557.98,1545.57
38.572197,1557.98,1545.43
38.57747,1557.98,1545.71
38.582787,1557.98,1545.86
38.587997,1557.98,1546.0
38.593227,1557.98,1546.29
38.598476,1557.98,1546.14
38.603676,1557.98,1546.14
38.608795,1557.98,1546.14
38.61401,1557.98,1546.0
38.619244,1557.98,1545.86
38.624516,1557.98,1546.29
38.629787,1557.98,1546.29
38.63502,1557.98,1546.14
38.640312,1557.98,1546.14
38.645588,1557.98,1546.29
38.650814,1557.98,1546.57
38.656055,1557.98,1546.57
38.66129,1557.98,1546.71
38.666492,1557.98,1546.57
38.67175,1557.98,1546.86
38.676914,1557.98,1547.29
38.68217,1557.98,1547.14
38.68743,1557.98,1547.0
38.69269,1557.98,1547.0
38.697975,1557.98,1547.29
38.703236,1557.98,1547.71
38.708492,1557.98,1547.86
38.713753,1557.98,1547.57
38.71896,1557.98,1547.29
38.724163,1557.98,1547.0
38.729427,1557.98,1546.71
38.734684,1557.98,1547.14
38.73996,1557.98,1547.57
38.745193,1557.98,1547.86
38.750397,1557.98,1547.86
38.755646,1557.98,1547.86
38.76106,1557.98,1548.0
38.76627,1557.98,1548.0
38.771553,1557.98,1548.0
38.77681,1557.98,1548.0
38.782066,1557.98,1548.14
38.787327,1557.98,1548.29
38.792583,1557.98,1548.71
38.797764,1557.98,1548.57
38.802963,1557.98,1548.57
38.808216,1557.98,1548.14
38.813416,1557.98,1548.0
38.818665,1557.98,1548.57
38.82392,1557.98,1548.29
38.829094,1557.98,1548.43
38.83429,1557.98,1548.43
38.839478,1557.98,1548.29
38.844784,1557.98,1548.29
38.850014,1557.98,1548.29
38.8552,1557.98,1548.43
38.86046,1557.98,1548.71
38.865646,1557.98,1548.86
38.870834,1557.98,1549.43
38.87602,1557.98,1549.14
38.88123,1557.98,1549.0
38.88645,1557.98,1549.0
38.891663,1557.98,1549.29
38.896885,1557.98,1549.57
38.902134,1557.98,1549.0
38.90738,1557.98,1549.0
38.912537,1557.98,1549.0
38.91771,1557.98,1549.14
38.92288,1557.98,1549.0
38.928043,1557.98,1549.0
38.93323,1557.98,1549.14
38.938423,1557.98,1549.29
38.943626,1557.98,1549.29
38.948883,1557.98,1549.43
38.95406,1557.98,1549.71
38.95931,1557.98,1550.14
38.964584,1557.98,1550.0
38.969864,1557.98,1549.71
38.975273,1557.98,1550.29
38.980553,1557.98,1550.71
38.985813,1557.98,1550.57
38.99109,1557.98,1549.86
38.99638,1557.98,1550.0
39.001694,2514.62,1550.0
39.007133,2514.62,1550.57
39.01236,2514.62,1552.29
39.017597,2514.62,1555.86
39.02282,2514.62,1561.71
39.02801,2514.62,1570.0
39.033195,2514.62,1580.43
39.038383,2514.62,1592.29
39.043648,2514.62,1606.43
39.048817,2514.62,1622.14
39.05401,2514.62,1638.86
39.059196,2514.62,1656.86
39.0644,2514.62,1675.43
39.06965,2514.62,1695.0
39.07491,2514.62,1715.57
39.08013,2514.62,1736.43
39.085396,2514.62,1757.86
39.090652,2514.62,1779.14
39.095905,2514.62,1800.71
39.10113,2514.62,1822.43
39.10641,2514.62,1843.86
39.111843,2514.62,1865.57
39.117035,2514.62,1886.86
39.122288,2514.62,1907.86
39.127453,2514.62,1928.0
39.13265,2514.62,1948.86
39.137844,2514.62,1968.86
39.143013,2514.62,1988.57
39.148197,2514.62,2008.57
39.15337,2514.62,2027.86
39.158607,2514.62,2047.57
39.163853,2514.62,2067.14
39.16902,2514.62,2085.57
39.174255,2514.62,2105.0
39.179474,2514.62,2123.57
39.184666,2514.62,2142.29
39.18986,2514.62,2161.14
39.19505,2514.62,2179.29
39.200237,2514.62,2198.0
39.20551,2514.62,2216.43
39.210796,2514.62,2235.43
39.21603,2514.62,2253.57
39.221428,2514.62,2272.71
39.22672,2514.62,2291.29
39.23194,2514.62,2309.71
39.237106,2514.62,2327.86
39.24235,2514.62,2346.14
39.2476,2514.62,2364.86
39.252804,2514.62,2383.14
39.257988,2514.62,2401.43
39.263275,2514.62,2420.14
39.2685,2514.62,2438.29
39.273685,2514.62,2456.43
39.278904,2514.62,2473.0
39.284138,2514.62,2488.29
39.2893,2514.62,2501.71
39.294487,2514.62,2512.71
39.299747,2514.62,2521.57
39.304913,2514.62,2528.71
39.3101,2514.62,2533.29
39.31535,2514.62,2537.57
39.320805,2514.62,2539.71
39.3261,2514.62,2540.86
39.331394,2514.62,2541.0
39.336662,2514.62,2539.71
39.34198,2514.62,2538.29
39.3473,2514.62,2536.29
39.35254,2514.62,2535.29
39.357735,2514.62,2531.86
39.362988,2514.62,2529.86
39.368233,2514.62,2527.0
39.373447,2514.62,2524.86
39.37865,2514.62,2521.86
39.383842,2514.62,2520.29
39.38903,2514.62,2517.29
39.394226,2514.62,2516.0
39.399483,2514.62,2513.57
39.404675,2514.62,2512.57
39.409885,2514.62,2510.71
39.415123,2514.62,2510.0
39.420326,2514.62,2508.71
39.425594,2514.62,2508.14
39.430786,2514.62,2507.14
39.436047,2514.62,2506.86
39.441273,2514.62,2506.43
39.446518,2514.62,2506.29
39.45177,2514.62,2506.29
39.45694,2514.62,2506.0
39.462246,2514.62,2506.14
39.467648,2514.62,2505.86
39.473064,2514.62,2506.43
39.478294,2514.62,2506.0
39.48356,2514.62,2506.71
39.48881,2514.62,2506.43
39.494038,2514.62,2507.14
39.499195,2514.62,2506.86
39.50446,2514.62,2507.43
39.50971,2514.62,2507.57
39.515064,2514.62,2507.71
39.520493,2514.62,2508.14
39.525776,2514.62,2507.86
39.531174,2514.62,2508.57
39.53639,2514.62,2508.14
39.541645,2514.62,2509.0
39.547066,2514.62,2508.71
39.55225,2514.62,2508.86
39.55758,2514.62,2509.0
39.563007,2514.62,2508.71
39.56844,2514.62,2509.29
39.57368,2514.62,2508.71
39.578915,2514.62,2509.43
39.584133,2514.62,2508.71
39.589382,2514.62,2509.57
39.594772,2514.62,2509.0
39.60005,2514.62,2509.43
39.605263,2514.62,2509.29
39.610527,2514.62,2509.14
39.61576,2514.62,2509.43
39.62096,2514.62,2509.14
39.626225,2514.62,2509.43
39.63142,2514.62,2509.0
39.636612,2514.62,2509.57
39.64187,2514.62,2509.0
39.647118,2514.62,2509.86
39.652367,2514.62,2509.0
39.65761,2514.62,2509.71
39.663033,2514.62,2509.29
39.668472,2514.62,2509.57
39.673775,2514.62,2509.57
39.67899,2514.62,2509.57
39.684177,2514.62,2509.86
39.689438,2514.62,2509.43
39.694717,2514.62,2510.14
39.70009,2514.62,2509.29
39.705303,2514.62,2510.0
39.71056,2514.62,2509.43
39.715836,2514.62,2510.0
39.721058,2514.62,2509.57
39.72633,2514.62,2510.0
39.73152,2514.62,2509.57
39.736786,2514.62,2509.86
39.742035,2514.62,2509.86
39.74728,2514.62,2509.71
39.75254,2514.62,2510.14
39.75773,2514.62,2509.71
39.762917,2514.62,2510.14
39.768112,2514.62,2509.71
39.773342,2514.62,2510.43
39.778584,2514.62,2509.71
39.78375,2514.62,2510.43
39.788956,2514.62,2509.71
39.794228,2514.62,2510.57
39.799545,2514.62,2510.0
39.804775,2514.62,2510.43
39.810024,2514.62,2510.14
39.81529,2514.62,2510.29
39.8205,2514.62,2510.43
39.825787,2514.62,2510.14
39.83103,2514.62,2510.43
39.836235,2514.62,2510.14
39.841423,2514.62,2510.43
39.846657,2514.62,2510.0
39.85193,2514.62,2510.71
39.85715,2514.62,2510.0
39.86247,2514.62,2510.71
39.867867,2514.62,2510.14
39.8732,2514.62,2510.43
39.878494,2514.62,2510.43
39.883728,2514.62,2510.43
39.888912,2514.62,2510.57
39.89415,2514.62,2510.43
39.89938,2514.62,2510.71
39.90467,2514.62,2510.29
39.90993,2514.62,2511.0
39.91519,2514.62,2510.14
39.920578,2514.62,2510.86
39.92582,2514.62,2510.43
39.931038,2514.62,2510.71
39.936283,2514.62,2510.43
39.94149,2514.62,2510.71
39.946712,2514.62,2510.57
39.951893,2514.62,2510.71
39.957066,2514.62,2510.71
39.962234,2514.62,2510.71
39.967407,2514.62,2510.71
39.972565,2514.62,2510.71
39.977722,2514.62,2510.86
39.982803,2514.62,2510.86
39.988018,2514.62,2510.86
39.99326,2514.62,2510.71
39.998474,2514.62,2511.0
40.00359,2615.18,2510.71
40.00884,2615.18,2511.57
40.01406,2615.18,2512.71
40.01924,2615.18,2516.43
40.02433,2615.18,2521.57
40.02943,2615.18,2529.29
40.03458,2615.18,2538.57
40.03972,2615.18,2549.29
40.04486,2615.18,2560.43
40.05008,2615.18,2570.71
40.055252,2615.18,2580.43
40.060448,2615.18,2589.14
40.065678,2615.18,2596.0
40.070908,2615.18,2602.86
40.07611,2615.18,2609.0
40.081375,2615.18,2613.14
40.086613,2615.18,2616.43
40.091805,2615.18,2619.29
40.097027,2615.18,2621.57
40.102345,2615.18,2623.71
40.107777,2615.18,2624.0
40.113064,2615.18,2624.14
40.118355,2615.18,2624.71
40.123806,2615.18,2624.0
40.129025,2615.18,2623.86
40.13425,2615.18,2622.57
40.139538,2615.18,2622.0
40.14484,2615.18,2621.43
40.15011,2615.18,2619.71
40.15531,2615.18,2619.43
40.16051,2615.18,2617.71
40.165745,2615.18,2617.0
40.171246,2615.18,2616.29
40.176483,2615.18,2615.0
40.18164,2615.18,2614.57
40.186825,2615.18,2613.57
40.191948,2615.18,2613.29
40.197132,2615.18,2612.57
40.20239,2615.18,2612.0
40.207577,2615.18,2612.0
40.212845,2615.18,2611.14
40.21806,2615.18,2611.43
40.2233,2615.18,2610.86
40.228493,2615.18,2611.0
40.23373,2615.18,2611.0
40.23894,2615.18,2610.57
40.244164,2615.18,2611.0
40.249447,2615.18,2610.71
40.25472,2615.18,2611.0
40.25989,2615.18,2611.0
40.265057,2615.18,2610.86
40.2703,2615.18,2611.43
40.275547,2615.18,2611.0
40.28085,2615.18,2611.29
40.286144,2615.18,2611.57
40.291573,2615.18,2611.14
40.296852,2615.18,2611.86
40.302094,2615.18,2611.57
40.30753,2615.18,2611.57
40.312977,2615.18,2612.14
40.318405,2615.18,2611.86
40.323647,2615.18,2612.0
40.328796,2615.18,2612.14
40.334034,2615.18,2611.86
40.33925,2615.18,2612.43
40.344517,2615.18,2612.0
40.349792,2615.18,2612.14
40.355026,2615.18,2612.29
40.360218,2615.18,2612.14
40.3654,2615.18,2612.57
40.37059,2615.18,2612.0
40.375843,2615.18,2612.43
40.38109,2615.18,2612.43
40.38666,2615.18,2612.14
40.392265,2615.18,2612.43
40.397545,2615.18,2612.43
40.40288,2615.18,2612.29
40.408176,2615.18,2612.71
40.413414,2615.18,2612.29
40.41863,2615.18,2612.43
40.42391,2615.18,2612.57
40.42909,2615.18,2612.29
40.434284,2615.18,2612.71
40.439533,2615.18,2612.29
40.4448,2615.18,2612.57
40.44999,2615.18,2612.57
40.455246,2615.18,2612.29
40.460434,2615.18,2612.71
40.46571,2615.18,2612.29
40.47096,2615.18,2612.71
40.476246,2615.18,2612.57
40.481556,2615.18,2612.29
40.48683,2615.18,2612.86
40.492027,2615.18,2612.43
40.497253,2615.18,2612.71
40.502518,2615.18,2612.71
40.507797,2615.18,2612.43
40.513058,2615.18,2612.86
40.51841,2615.18,2612.57
40.5237,2615.18,2612.57
40.528873,2615.18,2612.86
40.534073,2615.18,2612.57
40.539253,2615.18,2612.86
40.5445,2615.18,2612.57
40.549686,2615.18,2612.86
40.55497,2615.18,2612.86
40.560276,2615.18,2612.71
40.565475,2615.18,2613.14
40.570694,2615.18,2612.71
40.57594,2615.18,2613.0
40.581165,2615.18,2613.0
40.586445,2615.18,2612.71
40.591885,2615.18,2613.29
40.59712,2615.18,2612.86
40.60244,2615.18,2613.0
40.607693,2615.18,2613.14
40.6129,2615.18,2612.86
40.618114,2615.18,2613.29
40.623474,2615.18,2612.86
40.628677,2615.18,2613.14
40.63397,2615.18,2613.14
40.63919,2615.18,2612.86
40.64438,2615.18,2613.29
40.649544,2615.18,2613.0
40.654736,2615.18,2613.14
40.65998,2615.18,2613.29
40.66517,2615.18,2613.0
40.67045,2615.18,2613.29
40.675774,2615.18,2613.0
40.68102,2615.18,2613.14
40.6863,2615.18,2613.29
40.69173,2615.18,2613.0
40.69706,2615.18,2613.29
40.702362,2615.18,2613.14
40.70767,2615.18,2613.0
40.713062,2615.18,2613.43
40.71839,2615.18,2613.0
40.723698,2615.18,2613.14
40.72889,2615.18,2613.14
40.734062,2615.18,2613.0
40.739304,2615.18,2613.43
40.744476,2615.18,2613.0
40.749672,2615.18,2613.29
40.75487,2615.18,2613.14
40.760056,2615.18,2613.14
40.765247,2615.18,2613.43
40.770405,2615.18,2613.0
40.775593,2615.18,2613.57
40.78079,2615.18,2613.14
40.78602,2615.18,2613.29
40.79128,2615.18,2613.43
40.7967,2615.18,2613.0
40.802097,2615.18,2613.57
40.807407,2615.18,2613.29
40.812645,2615.18,2613.14
40.817837,2615.18,2613.57
40.823074,2615.18,2613.0
40.82834,2615.18,2613.43
40.83354,2615.18,2613.29
40.838764,2615.18,2613.29
40.843967,2615.18,2613.57
40.8492,2615.18,2613.14
40.854378,2615.18,2613.71
40.859623,2615.18,2613.29
40.86491,2615.18,2613.29
40.870197,2615.18,2613.57
40.87542,2615.18,2613.14
40.88062,2615.18,2613.71
40.885807,2615.18,2613.29
40.890995,2615.18,2613.43
40.89619,2615.18,2613.57
40.901375,2615.18,2613.29
40.906624,2615.18,2613.57
40.911907,2615.18,2613.14
40.917126,2615.18,2613.57
40.92244,2615.18,2613.57
40.927822,2615.18,2613.29
40.93305,2615.18,2613.71
40.93841,2615.18,2613.43
40.943703,2615.18,2613.43
40.94897,2615.18,2613.71
40.954197,2615.18,2613.29
40.959423,2615.18,2613.71
40.96463,2615.18,2613.43
40.969837,2615.18,2613.43
40.975002,2615.18,2613.57
40.980244,2615.18,2613.29
40.985474,2615.18,2613.71
