time[s],setpoint[rad],position[rad],velocity[rad/s],current[mA],velocity_computed[rad/s],acceleration_computed[rad/s^2]
80.07077813148499,1753.3419184959441,nan,nan,nan,nan,nan
80.07577133178711,1753.1920121101796,nan,nan,nan,nan,nan
80.08174300193787,1753.249721817632,nan,nan,nan,nan,nan
80.08574795722961,1753.46502586077,nan,nan,nan,nan,nan
80.09075951576233,2136.9117132436386,nan,nan,nan,nan,nan
80.0957944393158,2137.204192225193,nan,nan,nan,nan,nan
80.10076427459717,2137.203707600694,nan,nan,nan,nan,nan
80.10577201843262,2137.0088399452966,nan,nan,nan,nan,nan
80.11075139045715,2240.919038751781,nan,nan,nan,nan,nan
80.11574673652649,2240.892971218182,nan,nan,nan,nan,nan
80.121755361557,2241.007436445839,nan,nan,nan,nan,nan
80.1257688999176,2241.304496969983,nan,nan,nan,nan,nan
80.13076138496399,2338.191322745355,nan,nan,nan,nan,nan
80.13574743270874,2338.250831080018,nan,nan,nan,nan,nan
80.14173555374146,2338.154140606283,nan,nan,nan,nan,nan
80.14582228660583,2337.566319839934,nan,nan,nan,nan,nan
80.1507887840271,2366.2383369090294,nan,nan,nan,nan,nan
80.1557719707489,2366.6701742112955,nan,nan,nan,nan,nan
80.16174387931824,2366.51438547634,nan,nan,nan,nan,nan
80.16576147079468,2366.564094170372,nan,nan,nan,nan,nan
80.17075729370117,2426.349189297135,nan,nan,nan,nan,nan
80.17575120925903,2426.447871509271,nan,nan,nan,nan,nan
80.18177509307861,2426.002682591661,nan,nan,nan,nan,nan
80.18577742576599,2425.106187456807,nan,nan,nan,nan,nan
80.19078969955444,2434.535091608224,nan,nan,nan,nan,nan
80.19580912590027,2433.9399371801373,nan,nan,nan,nan,nan
80.20077061653137,2434.2133289364406,nan,nan,nan,nan,nan
80.20575761795044,2434.7147679960044,nan,nan,nan,nan,nan
80.21077609062195,2454.769710438778,nan,nan,nan,nan,nan
80.21574902534485,2454.7438124884316,nan,nan,nan,nan,nan
80.22076773643494,2454.3579164294138,nan,nan,nan,nan,nan
80.22580671310425,2454.538001373417,nan,nan,nan,nan,nan
80.23076510429382,2454.6583703381084,nan,nan,nan,nan,nan
80.23576664924622,2455.120182794209,nan,nan,nan,nan,nan
80.24078392982483,2454.993733634531,nan,nan,nan,nan,nan
80.24576330184937,2455.1106143699267,nan,nan,nan,nan,nan
80.2507655620575,2453.717507969878,nan,nan,nan,nan,nan
80.25576877593994,2453.946062279444,nan,nan,nan,nan,nan
80.26076555252075,2454.3399334177516,nan,nan,nan,nan,nan
80.26578617095947,2454.2661610582636,nan,nan,nan,nan,nan
80.27077770233154,2404.5578582170942,nan,nan,nan,nan,nan
80.27575516700745,2404.3921696665493,nan,nan,nan,nan,nan
80.28176999092102,2405.1560828412853,nan,nan,nan,nan,nan
80.28579473495483,2405.5004603229677,nan,nan,nan,nan,nan
80.29075217247009,2395.739162745648,nan,nan,nan,nan,nan
80.29578447341919,2396.280320188111,nan,nan,nan,nan,nan
80.30080008506775,2395.805107423232,nan,nan,nan,nan,nan
80.30578756332397,2395.925375747658,nan,nan,nan,nan,nan
80.31077218055725,2405.4559873473427,nan,nan,nan,nan,nan
80.31579613685608,2405.5850110314395,nan,nan,nan,nan,nan
80.32076239585876,2405.401311159935,nan,nan,nan,nan,nan
80.32577562332153,2404.6855432799716,nan,nan,nan,nan,nan
80.33076477050781,2364.954641271812,nan,nan,nan,nan,nan
80.33576369285583,2365.0833058132553,nan,nan,nan,nan,nan
80.34176778793335,2365.0114187509535,nan,nan,nan,nan,nan
80.3457932472229,2365.1118331566995,nan,nan,nan,nan,nan
80.35076570510864,2315.769018036876,nan,nan,nan,nan,nan
80.35576677322388,2315.8041785205155,nan,nan,nan,nan,nan
80.36076235771179,2315.8210698065227,nan,nan,nan,nan,nan
80.36577010154724,2316.1242226738827,nan,nan,nan,nan,nan
80.37078475952148,2296.757267370809,nan,nan,nan,nan,nan
80.37577605247498,2296.5979820364096,nan,nan,nan,nan,nan
80.38075661659241,2296.9937532708577,nan,nan,nan,nan,nan
80.38574528694153,2297.552251071716,nan,nan,nan,nan,nan
80.39076066017151,2317.9216308610025,nan,nan,nan,nan,nan
